Fecha, Hora, Zona de Carga, Precio Zonal ($/MWh), Componente energia ($/MWh), Componente perdidas ($/MWh), Componente Congestion ($/MWh),,
07/04/2025,14,NOGALES,257.16,787.08,-249.18,-280.75,0,1
07/04/2025,15,NOGALES,266.4,876.54,-270.72,-339.42,0,1
07/04/2025,16,NOGALES,206.08,909.6,-288.24,-415.29,0,1
07/04/2025,17,NOGALES,236.02,955.18,-295.92,-423.25,0,1
07/04/2025,18,NOGALES,299.72,914.89,-288.17,-327,0,1
07/04/2025,19,NOGALES,356.29,785.95,-232.76,-196.9,0,1
07/04/2025,20,NOGALES,495.41,953.78,-237.88,-220.48,0,1
07/04/2025,21,NOGALES,678.34,1104.51,-248.63,-177.54,0,1
07/04/2025,22,NOGALES,458.03,834.83,-163.52,-213.28,0,1
07/04/2025,23,NOGALES,458,736.59,-149.75,-128.84,0,1
07/04/2025,24,NOGALES,551.18,919.3,-185.52,-182.59,0,1
07/04/2025,1,NUEVO LAREDO,604.99,687.75,-71.62,-11.15,0,1
07/04/2025,2,NUEVO LAREDO,621.68,697.22,-61.96,-13.58,0,1
07/04/2025,3,NUEVO LAREDO,620.92,697.5,-62.93,-13.64,0,1
07/04/2025,4,NUEVO LAREDO,599.23,670.24,-58.23,-12.78,0,1
07/04/2025,5,NUEVO LAREDO,598.87,660.06,-48.78,-12.41,0,1
07/04/2025,6,NUEVO LAREDO,635.12,696.44,-47.17,-14.16,0,1
07/04/2025,7,NUEVO LAREDO,666.82,713.2,-31.28,-15.11,0,1
07/04/2025,8,NUEVO LAREDO,613.06,699.54,-23.69,-62.78,0,1
07/04/2025,9,NUEVO LAREDO,612.19,745.39,-35.65,-97.55,0,1
07/04/2025,10,NUEVO LAREDO,644.02,789.35,-37.7,-107.63,0,1
07/04/2025,11,NUEVO LAREDO,674.72,769.75,-36.74,-58.29,0,1
07/04/2025,12,NUEVO LAREDO,614.38,682.88,-32.54,-35.96,0,1
07/04/2025,13,NUEVO LAREDO,633.65,831.73,-50.96,-147.12,0,1
07/04/2025,14,NUEVO LAREDO,631.47,787.08,-44.8,-110.81,0,1
07/04/2025,15,NUEVO LAREDO,632.72,876.54,-46.2,-197.62,0,1
07/04/2025,16,NUEVO LAREDO,672.83,909.6,-47,-189.78,0,1
07/04/2025,17,NUEVO LAREDO,758.49,955.18,-43.46,-153.23,0,1
07/04/2025,18,NUEVO LAREDO,821.64,914.89,-71.6,-21.66,0,1
07/04/2025,19,NUEVO LAREDO,699.38,785.95,-69.13,-17.44,0,1
07/04/2025,20,NUEVO LAREDO,841.3,953.78,-93.03,-19.44,0,1
07/04/2025,21,NUEVO LAREDO,982.72,1104.51,-106.14,-15.65,0,1
07/04/2025,22,NUEVO LAREDO,742.86,834.83,-73.12,-18.85,0,1
07/04/2025,23,NUEVO LAREDO,665.03,736.59,-60.17,-11.39,0,1
07/04/2025,24,NUEVO LAREDO,825.45,919.3,-77.69,-16.16,0,1
07/04/2025,1,OAXACA,782.4,687.75,94.86,-0.21,0,1
07/04/2025,2,OAXACA,795.06,697.22,98.1,-0.26,0,1
07/04/2025,3,OAXACA,792.64,697.5,95.39,-0.26,0,1
07/04/2025,4,OAXACA,754.37,670.24,84.37,-0.24,0,1
07/04/2025,5,OAXACA,737.23,660.06,77.41,-0.23,0,1
07/04/2025,6,OAXACA,772.38,696.44,76.2,-0.27,0,1
07/04/2025,7,OAXACA,779.83,713.2,66.92,-0.29,0,1
07/04/2025,8,OAXACA,798.68,699.54,45.79,53.35,0,1
07/04/2025,9,OAXACA,892.43,745.39,52.66,94.37,0,1
07/04/2025,10,OAXACA,977.83,789.35,63.79,124.69,0,1
07/04/2025,11,OAXACA,954.34,769.75,66.56,118.03,0,1
07/04/2025,12,OAXACA,836.25,682.88,55.54,97.83,0,1
07/04/2025,13,OAXACA,1064.05,831.73,72.17,160.15,0,1
07/04/2025,14,OAXACA,965.22,787.08,62.59,115.55,0,1
07/04/2025,15,OAXACA,1158.08,876.54,74.71,206.84,0,1
07/04/2025,16,OAXACA,1219.36,909.6,69.66,240.1,0,1
07/04/2025,17,OAXACA,1209.24,955.18,63.95,190.11,0,1
07/04/2025,18,OAXACA,1007.85,914.89,93.39,-0.42,0,1
07/04/2025,19,OAXACA,871.27,785.95,85.66,-0.34,0,1
07/04/2025,20,OAXACA,1055.19,953.78,101.79,-0.38,0,1
07/04/2025,21,OAXACA,1211.69,1104.51,107.49,-0.31,0,1
07/04/2025,22,OAXACA,893.61,834.83,59.14,-0.37,0,1
07/04/2025,23,OAXACA,790.4,736.59,54.04,-0.22,0,1
07/04/2025,24,OAXACA,999.75,919.3,80.77,-0.32,0,1
07/04/2025,1,OBREGON,385.67,687.75,-150.62,-151.47,0,1
07/04/2025,2,OBREGON,360.99,697.22,-151.76,-184.46,0,1
07/04/2025,3,OBREGON,362.16,697.5,-150.03,-185.31,0,1
07/04/2025,4,OBREGON,357.56,670.24,-139.04,-173.64,0,1
07/04/2025,5,OBREGON,356.95,660.06,-134.37,-168.74,0,1
07/04/2025,6,OBREGON,359.74,696.44,-144.16,-192.54,0,1
07/04/2025,7,OBREGON,369.02,713.2,-139,-205.18,0,1
07/04/2025,8,OBREGON,359.17,699.54,-135.66,-204.71,0,1
07/04/2025,9,OBREGON,312.47,745.39,-164.88,-268.04,0,1
07/04/2025,10,OBREGON,277.07,789.35,-188.34,-323.94,0,1
07/04/2025,11,OBREGON,172.84,769.75,-183.62,-413.29,0,1
07/04/2025,12,OBREGON,173.01,682.88,-164,-345.87,0,1
07/04/2025,13,OBREGON,234.69,831.73,-210.05,-386.99,0,1
07/04/2025,14,OBREGON,290.62,787.08,-196.38,-300.08,0,1
07/04/2025,15,OBREGON,303.09,876.54,-215.15,-358.3,0,1
07/04/2025,16,OBREGON,289.57,909.6,-218.59,-401.44,0,1
07/04/2025,17,OBREGON,297.12,955.18,-220.15,-437.91,0,1
07/04/2025,18,OBREGON,321.28,914.89,-215.58,-378.03,0,1
07/04/2025,19,OBREGON,351.16,785.95,-197.93,-236.86,0,1
07/04/2025,20,OBREGON,453.54,953.78,-234.96,-265.28,0,1
07/04/2025,21,OBREGON,635.53,1104.51,-255.31,-213.67,0,1
07/04/2025,22,OBREGON,419.88,834.83,-158.23,-256.72,0,1
07/04/2025,23,OBREGON,438.52,736.59,-142.99,-155.08,0,1
07/04/2025,24,OBREGON,515.53,919.3,-183.96,-219.82,0,1
07/04/2025,1,ORIZABA,748.67,687.75,61.15,-0.23,0,1
07/04/2025,2,ORIZABA,761.33,697.22,64.39,-0.28,0,1
07/04/2025,3,ORIZABA,759.72,697.5,62.5,-0.28,0,1
07/04/2025,4,ORIZABA,724.4,670.24,54.43,-0.26,0,1
07/04/2025,5,ORIZABA,708.73,660.06,48.93,-0.25,0,1
07/04/2025,6,ORIZABA,742.37,696.44,46.21,-0.29,0,1
07/04/2025,7,ORIZABA,751.71,713.2,38.81,-0.31,0,1
07/04/2025,8,ORIZABA,776.3,699.54,23.21,53.54,0,1
07/04/2025,9,ORIZABA,867.92,745.39,27.81,94.72,0,1
07/04/2025,10,ORIZABA,950.04,789.35,35.42,125.28,0,1
07/04/2025,11,ORIZABA,926.19,769.75,37.78,118.66,0,1
07/04/2025,12,ORIZABA,811.57,682.88,30.34,98.36,0,1
07/04/2025,13,ORIZABA,1032.34,831.73,39.64,160.97,0,1
07/04/2025,14,ORIZABA,935.61,787.08,32.36,116.17,0,1
07/04/2025,15,ORIZABA,1123.18,876.54,38.82,207.82,0,1
07/04/2025,16,ORIZABA,1188.59,909.6,37.47,241.52,0,1
07/04/2025,17,ORIZABA,1177.91,955.18,31.32,191.42,0,1
07/04/2025,18,ORIZABA,971.21,914.89,56.76,-0.45,0,1
07/04/2025,19,ORIZABA,837.67,785.95,52.08,-0.36,0,1
07/04/2025,20,ORIZABA,1011.87,953.78,58.5,-0.41,0,1
07/04/2025,21,ORIZABA,1165.16,1104.51,60.98,-0.33,0,1
07/04/2025,22,ORIZABA,864.6,834.83,30.16,-0.39,0,1
07/04/2025,23,ORIZABA,766.04,736.59,29.69,-0.24,0,1
07/04/2025,24,ORIZABA,967.52,919.3,48.55,-0.33,0,1
07/04/2025,1,PIEDRAS NEGRAS,600.22,687.75,-75.45,-12.08,0,1
07/04/2025,2,PIEDRAS NEGRAS,616.8,697.22,-65.7,-14.71,0,1
07/04/2025,3,PIEDRAS NEGRAS,616.42,697.5,-66.3,-14.78,0,1
07/04/2025,4,PIEDRAS NEGRAS,595.11,670.24,-61.28,-13.85,0,1
07/04/2025,5,PIEDRAS NEGRAS,593.33,660.06,-53.27,-13.46,0,1
07/04/2025,6,PIEDRAS NEGRAS,629.4,696.44,-51.69,-15.36,0,1
07/04/2025,7,PIEDRAS NEGRAS,660.8,713.2,-36.04,-16.37,0,1
07/04/2025,8,PIEDRAS NEGRAS,607.04,699.54,-29.02,-63.48,0,1
07/04/2025,9,PIEDRAS NEGRAS,607.98,745.39,-39.77,-97.65,0,1
07/04/2025,10,PIEDRAS NEGRAS,638.39,789.35,-43.55,-107.4,0,1
07/04/2025,11,PIEDRAS NEGRAS,670.98,769.75,-42.71,-56.06,0,1
07/04/2025,12,PIEDRAS NEGRAS,611.54,682.88,-37.99,-33.35,0,1
07/04/2025,13,PIEDRAS NEGRAS,626.3,831.73,-58.61,-146.83,0,1
07/04/2025,14,PIEDRAS NEGRAS,623.7,787.08,-52.65,-110.73,0,1
07/04/2025,15,PIEDRAS NEGRAS,622.38,876.54,-57.09,-197.07,0,1
07/04/2025,16,PIEDRAS NEGRAS,663.04,909.6,-59.05,-187.51,0,1
07/04/2025,17,PIEDRAS NEGRAS,746.91,955.18,-56.06,-152.21,0,1
07/04/2025,18,PIEDRAS NEGRAS,807.86,914.89,-83.64,-23.39,0,1
07/04/2025,19,PIEDRAS NEGRAS,689.95,785.95,-77.11,-18.9,0,1
07/04/2025,20,PIEDRAS NEGRAS,829.56,953.78,-103.06,-21.16,0,1
07/04/2025,21,PIEDRAS NEGRAS,971.43,1104.51,-116.03,-17.05,0,1
07/04/2025,22,PIEDRAS NEGRAS,733.53,834.83,-80.82,-20.48,0,1
07/04/2025,23,PIEDRAS NEGRAS,657.52,736.59,-66.7,-12.37,0,1
07/04/2025,24,PIEDRAS NEGRAS,815.87,919.3,-85.89,-17.53,0,1
07/04/2025,1,POZA RICA,700.98,687.75,13.93,-0.7,0,1
07/04/2025,2,POZA RICA,711.72,697.22,15.35,-0.85,0,1
07/04/2025,3,POZA RICA,710.81,697.5,14.17,-0.86,0,1
07/04/2025,4,POZA RICA,681.16,670.24,11.73,-0.8,0,1
07/04/2025,5,POZA RICA,668.66,660.06,9.39,-0.78,0,1
07/04/2025,6,POZA RICA,703.99,696.44,8.43,-0.89,0,1
07/04/2025,7,POZA RICA,718.91,713.2,6.66,-0.95,0,1
07/04/2025,8,POZA RICA,768.77,699.54,6.49,62.74,0,1
07/04/2025,9,POZA RICA,866.61,745.39,9.78,111.43,0,1
07/04/2025,10,POZA RICA,950.48,789.35,13.35,147.79,0,1
07/04/2025,11,POZA RICA,924.47,769.75,13.71,141.01,0,1
07/04/2025,12,POZA RICA,811.22,682.88,11.47,116.87,0,1
07/04/2025,13,POZA RICA,1037.32,831.73,15.76,189.82,0,1
07/04/2025,14,POZA RICA,936.94,787.08,13.04,136.83,0,1
07/04/2025,15,POZA RICA,1138.54,876.54,17.3,244.7,0,1
07/04/2025,16,POZA RICA,1212.46,909.6,16.8,286.06,0,1
07/04/2025,17,POZA RICA,1197.26,955.18,14.8,227.29,0,1
07/04/2025,18,POZA RICA,931,914.89,17.48,-1.37,0,1
07/04/2025,19,POZA RICA,800.16,785.95,15.3,-1.09,0,1
07/04/2025,20,POZA RICA,970.5,953.78,17.95,-1.23,0,1
07/04/2025,21,POZA RICA,1121.19,1104.51,17.67,-0.99,0,1
07/04/2025,22,POZA RICA,840.06,834.83,6.42,-1.19,0,1
07/04/2025,23,POZA RICA,743.64,736.59,7.77,-0.72,0,1
07/04/2025,24,POZA RICA,931.16,919.3,12.87,-1.01,0,1
07/04/2025,1,PUEBLA,739.16,687.75,51.62,-0.21,0,1
07/04/2025,2,PUEBLA,750.34,697.22,53.38,-0.26,0,1
07/04/2025,3,PUEBLA,748.95,697.5,51.71,-0.26,0,1
07/04/2025,4,PUEBLA,715.61,670.24,45.61,-0.24,0,1
07/04/2025,5,PUEBLA,701.09,660.06,41.27,-0.24,0,1
07/04/2025,6,PUEBLA,736.24,696.44,40.07,-0.27,0,1
07/04/2025,7,PUEBLA,748.15,713.2,35.23,-0.29,0,1
07/04/2025,8,PUEBLA,775.94,699.54,24.36,52.04,0,1
07/04/2025,9,PUEBLA,866.52,745.39,29.11,92.02,0,1
07/04/2025,10,PUEBLA,946.53,789.35,35.62,121.57,0,1
07/04/2025,11,PUEBLA,922.23,769.75,37.44,115.05,0,1
07/04/2025,12,PUEBLA,809.52,682.88,31.31,95.34,0,1
07/04/2025,13,PUEBLA,1028.63,831.73,40.8,156.09,0,1
07/04/2025,14,PUEBLA,934.44,787.08,34.74,112.61,0,1
07/04/2025,15,PUEBLA,1119.5,876.54,41.39,201.57,0,1
07/04/2025,16,PUEBLA,1184.33,909.6,40.72,234.01,0,1
07/04/2025,17,PUEBLA,1177.86,955.18,37.36,185.32,0,1
07/04/2025,18,PUEBLA,970.13,914.89,55.65,-0.41,0,1
07/04/2025,19,PUEBLA,835.05,785.95,49.43,-0.33,0,1
07/04/2025,20,PUEBLA,1009.25,953.78,55.84,-0.37,0,1
07/04/2025,21,PUEBLA,1163.52,1104.51,59.31,-0.3,0,1
07/04/2025,22,PUEBLA,865.8,834.83,31.33,-0.36,0,1
07/04/2025,23,PUEBLA,766.49,736.59,30.12,-0.22,0,1
07/04/2025,24,PUEBLA,964.53,919.3,45.54,-0.31,0,1
07/04/2025,1,QUERETARO,696.74,687.75,9.01,-0.02,0,1
07/04/2025,2,QUERETARO,706.41,697.22,9.21,-0.02,0,1
07/04/2025,3,QUERETARO,706.1,697.5,8.62,-0.02,0,1
07/04/2025,4,QUERETARO,678.64,670.24,8.43,-0.02,0,1
07/04/2025,5,QUERETARO,668.73,660.06,8.7,-0.02,0,1
07/04/2025,6,QUERETARO,706.79,696.44,10.36,-0.02,0,1
07/04/2025,7,QUERETARO,725.82,713.2,12.64,-0.02,0,1
07/04/2025,8,QUERETARO,712.01,699.54,12.54,-0.08,0,1
07/04/2025,9,QUERETARO,757.69,745.39,12.38,-0.09,0,1
07/04/2025,10,QUERETARO,801.32,789.35,12.1,-0.13,0,1
07/04/2025,11,QUERETARO,779.96,769.75,10.31,-0.1,0,1
07/04/2025,12,QUERETARO,693.93,682.88,11.11,-0.06,0,1
07/04/2025,13,QUERETARO,844.36,831.73,12.75,-0.13,0,1
07/04/2025,14,QUERETARO,799.12,787.08,12.14,-0.09,0,1
07/04/2025,15,QUERETARO,889.25,876.54,12.84,-0.13,0,1
07/04/2025,16,QUERETARO,925.29,909.6,15.61,0.08,0,1
07/04/2025,17,QUERETARO,972.54,955.18,17.25,0.11,0,1
07/04/2025,18,QUERETARO,930.97,914.89,16.11,-0.03,0,1
07/04/2025,19,QUERETARO,802.73,785.95,16.81,-0.03,0,1
07/04/2025,20,QUERETARO,976.49,953.78,22.74,-0.03,0,1
07/04/2025,21,QUERETARO,1130.23,1104.51,25.75,-0.02,0,1
07/04/2025,22,QUERETARO,852.11,834.83,17.3,-0.03,0,1
07/04/2025,23,QUERETARO,751.02,736.59,14.45,-0.02,0,1
07/04/2025,24,QUERETARO,939.04,919.3,19.77,-0.02,0,1
07/04/2025,1,REYNOSA,583.23,687.75,-96.89,-7.64,0,1
07/04/2025,2,REYNOSA,601.85,697.22,-86.07,-9.3,0,1
07/04/2025,3,REYNOSA,601.12,697.5,-87.03,-9.34,0,1
07/04/2025,4,REYNOSA,579.42,670.24,-82.06,-8.76,0,1
07/04/2025,5,REYNOSA,578.92,660.06,-72.63,-8.51,0,1
07/04/2025,6,REYNOSA,615.68,696.44,-71.06,-9.71,0,1
07/04/2025,7,REYNOSA,646.8,713.2,-56.06,-10.35,0,1
07/04/2025,8,REYNOSA,594.89,699.54,-44.65,-60,0,1
07/04/2025,9,REYNOSA,595.61,745.39,-52.83,-96.95,0,1
07/04/2025,10,REYNOSA,622.23,789.35,-59.04,-108.08,0,1
07/04/2025,11,REYNOSA,644.65,769.75,-58.81,-66.3,0,1
07/04/2025,12,REYNOSA,584.1,682.88,-53.32,-45.46,0,1
07/04/2025,13,REYNOSA,610.94,831.73,-73.04,-147.75,0,1
07/04/2025,14,REYNOSA,610.07,787.08,-66.21,-110.79,0,1
07/04/2025,15,REYNOSA,608.7,876.54,-68.72,-199.13,0,1
07/04/2025,16,REYNOSA,641.66,909.6,-70.17,-197.78,0,1
07/04/2025,17,REYNOSA,731.54,955.18,-67.08,-156.56,0,1
07/04/2025,18,REYNOSA,805.01,914.89,-94.92,-14.96,0,1
07/04/2025,19,REYNOSA,681.61,785.95,-92.39,-11.94,0,1
07/04/2025,20,REYNOSA,815.31,953.78,-125.09,-13.38,0,1
07/04/2025,21,REYNOSA,946.49,1104.51,-147.24,-10.77,0,1
07/04/2025,22,REYNOSA,716.58,834.83,-105.31,-12.95,0,1
07/04/2025,23,REYNOSA,642.18,736.59,-86.59,-7.82,0,1
07/04/2025,24,REYNOSA,804.26,919.3,-103.95,-11.08,0,1
07/04/2025,1,RIVIERA MAYA,7536.65,687.75,207.28,6641.62,0,1
07/04/2025,2,RIVIERA MAYA,1311.26,697.22,209.39,404.66,0,1
07/04/2025,3,RIVIERA MAYA,5072.14,697.5,201.76,4172.88,0,1
07/04/2025,4,RIVIERA MAYA,844.32,670.24,174.32,-0.24,0,1
07/04/2025,5,RIVIERA MAYA,821.98,660.06,162.16,-0.24,0,1
07/04/2025,6,RIVIERA MAYA,847.33,696.44,151.16,-0.27,0,1
07/04/2025,7,RIVIERA MAYA,833.22,713.2,120.31,-0.29,0,1
07/04/2025,8,RIVIERA MAYA,835.78,699.54,83.56,52.69,0,1
07/04/2025,9,RIVIERA MAYA,4148.27,745.39,84.27,3318.61,0,1
07/04/2025,10,RIVIERA MAYA,4918.12,789.35,99.7,4029.08,0,1
07/04/2025,11,RIVIERA MAYA,6253.26,769.75,104.22,5379.29,0,1
07/04/2025,12,RIVIERA MAYA,8783.18,682.88,93.11,8007.2,0,1
07/04/2025,13,RIVIERA MAYA,6461.25,831.73,123.13,5506.39,0,1
07/04/2025,14,RIVIERA MAYA,1512.8,787.08,123.64,602.08,0,1
07/04/2025,15,RIVIERA MAYA,1656.9,876.54,148.8,631.56,0,1
07/04/2025,16,RIVIERA MAYA,1714.93,909.6,153.34,651.99,0,1
07/04/2025,17,RIVIERA MAYA,1706.53,955.18,144.79,606.56,0,1
07/04/2025,18,RIVIERA MAYA,1497.87,914.89,194.82,388.16,0,1
07/04/2025,19,RIVIERA MAYA,1370.8,785.95,179.99,404.86,0,1
07/04/2025,20,RIVIERA MAYA,1508.56,953.78,194.8,359.99,0,1
07/04/2025,21,RIVIERA MAYA,1667.15,1104.51,204.66,357.98,0,1
07/04/2025,22,RIVIERA MAYA,1302.9,834.83,121.75,346.31,0,1
07/04/2025,23,RIVIERA MAYA,1171.48,736.59,114.6,320.29,0,1
07/04/2025,24,RIVIERA MAYA,1089.97,919.3,170.98,-0.31,0,1
07/04/2025,1,SABINAS,601.82,687.75,-74.51,-11.42,0,1
07/04/2025,2,SABINAS,618.95,697.22,-64.35,-13.91,0,1
07/04/2025,3,SABINAS,618.4,697.5,-65.12,-13.98,0,1
07/04/2025,4,SABINAS,596.99,670.24,-60.15,-13.1,0,1
07/04/2025,5,SABINAS,594.71,660.06,-52.62,-12.73,0,1
07/04/2025,6,SABINAS,630.19,696.44,-51.73,-14.52,0,1
07/04/2025,7,SABINAS,661,713.2,-36.73,-15.48,0,1
07/04/2025,8,SABINAS,607.21,699.54,-29.54,-62.79,0,1
07/04/2025,9,SABINAS,608.26,745.39,-39.9,-97.24,0,1
07/04/2025,10,SABINAS,638.6,789.35,-43.73,-107.02,0,1
07/04/2025,11,SABINAS,669.67,769.75,-43.05,-57.03,0,1
07/04/2025,12,SABINAS,609.82,682.88,-38.38,-34.68,0,1
07/04/2025,13,SABINAS,627.26,831.73,-58.09,-146.38,0,1
07/04/2025,14,SABINAS,624.68,787.08,-52.07,-110.34,0,1
07/04/2025,15,SABINAS,625.19,876.54,-54.68,-196.67,0,1
07/04/2025,16,SABINAS,665.06,909.6,-56.42,-188.12,0,1
07/04/2025,17,SABINAS,749.19,955.18,-53.89,-152.1,0,1
07/04/2025,18,SABINAS,811.05,914.89,-81.7,-22.15,0,1
07/04/2025,19,SABINAS,690.62,785.95,-77.46,-17.87,0,1
07/04/2025,20,SABINAS,830.51,953.78,-103.26,-20.01,0,1
07/04/2025,21,SABINAS,972.61,1104.51,-115.78,-16.12,0,1
07/04/2025,22,SABINAS,735.76,834.83,-79.71,-19.37,0,1
07/04/2025,23,SABINAS,659.65,736.59,-65.23,-11.7,0,1
07/04/2025,24,SABINAS,819.32,919.3,-83.4,-16.58,0,1
07/04/2025,1,SALTILLO,614.94,687.75,-65.94,-6.87,0,1
07/04/2025,2,SALTILLO,634.61,697.22,-54.24,-8.37,0,1
07/04/2025,3,SALTILLO,634.44,697.5,-54.65,-8.41,0,1
07/04/2025,4,SALTILLO,612.91,670.24,-49.45,-7.88,0,1
07/04/2025,5,SALTILLO,609.43,660.06,-42.97,-7.66,0,1
07/04/2025,6,SALTILLO,645.73,696.44,-41.98,-8.74,0,1
07/04/2025,7,SALTILLO,674.77,713.2,-29.11,-9.32,0,1
07/04/2025,8,SALTILLO,620.77,699.54,-23.28,-55.49,0,1
07/04/2025,9,SALTILLO,623.22,745.39,-32.2,-89.97,0,1
07/04/2025,10,SALTILLO,654.71,789.35,-37.21,-97.42,0,1
07/04/2025,11,SALTILLO,676.96,769.75,-36.93,-55.86,0,1
07/04/2025,12,SALTILLO,612.19,682.88,-33.51,-37.18,0,1
07/04/2025,13,SALTILLO,649.15,831.73,-47.64,-134.94,0,1
07/04/2025,14,SALTILLO,642.69,787.08,-42.64,-101.75,0,1
07/04/2025,15,SALTILLO,648.17,876.54,-44.66,-183.7,0,1
07/04/2025,16,SALTILLO,683.39,909.6,-46.96,-179.26,0,1
07/04/2025,17,SALTILLO,769.77,955.18,-44.91,-140.5,0,1
07/04/2025,18,SALTILLO,829.87,914.89,-71.45,-13.57,0,1
07/04/2025,19,SALTILLO,708.75,785.95,-66.45,-10.75,0,1
07/04/2025,20,SALTILLO,850.86,953.78,-90.87,-12.04,0,1
07/04/2025,21,SALTILLO,991.45,1104.51,-103.35,-9.7,0,1
07/04/2025,22,SALTILLO,754.06,834.83,-69.12,-11.65,0,1
07/04/2025,23,SALTILLO,675.04,736.59,-54.51,-7.04,0,1
07/04/2025,24,SALTILLO,840.29,919.3,-69.04,-9.98,0,1
07/04/2025,1,SALVATIERRA,694.61,687.75,6.39,0.46,0,1
07/04/2025,2,SALVATIERRA,702.66,697.22,4.88,0.56,0,1
07/04/2025,3,SALVATIERRA,703.63,697.5,5.57,0.57,0,1
07/04/2025,4,SALVATIERRA,676.3,670.24,5.53,0.53,0,1
07/04/2025,5,SALVATIERRA,666.53,660.06,5.96,0.52,0,1
07/04/2025,6,SALVATIERRA,704.52,696.44,7.49,0.59,0,1
07/04/2025,7,SALVATIERRA,724.86,713.2,11.03,0.63,0,1
07/04/2025,8,SALVATIERRA,711.55,699.54,12.74,-0.73,0,1
07/04/2025,9,SALVATIERRA,758.18,745.39,14.55,-1.76,0,1
07/04/2025,10,SALVATIERRA,800.23,789.35,14.32,-3.43,0,1
07/04/2025,11,SALVATIERRA,778.32,769.75,13.85,-5.28,0,1
07/04/2025,12,SALVATIERRA,689.57,682.88,11.64,-4.95,0,1
07/04/2025,13,SALVATIERRA,843.04,831.73,15.16,-3.85,0,1
07/04/2025,14,SALVATIERRA,799.65,787.08,15.13,-2.57,0,1
07/04/2025,15,SALVATIERRA,890.19,876.54,18.23,-4.59,0,1
07/04/2025,16,SALVATIERRA,923.11,909.6,20.74,-7.23,0,1
07/04/2025,17,SALVATIERRA,973.88,955.18,24.47,-5.77,0,1
07/04/2025,18,SALVATIERRA,937.75,914.89,21.95,0.91,0,1
07/04/2025,19,SALVATIERRA,803.49,785.95,16.81,0.73,0,1
07/04/2025,20,SALVATIERRA,977.82,953.78,23.23,0.82,0,1
07/04/2025,21,SALVATIERRA,1134.48,1104.51,29.32,0.66,0,1
07/04/2025,22,SALVATIERRA,861.54,834.83,25.92,0.79,0,1
07/04/2025,23,SALVATIERRA,757.5,736.59,20.43,0.48,0,1
07/04/2025,24,SALVATIERRA,938.66,919.3,18.69,0.67,0,1
07/04/2025,1,SAN CRISTOBAL,832.33,687.75,144.79,-0.21,0,1
07/04/2025,2,SAN CRISTOBAL,851.51,697.22,154.55,-0.26,0,1
07/04/2025,3,SAN CRISTOBAL,850.98,697.5,153.74,-0.26,0,1
07/04/2025,4,SAN CRISTOBAL,807.45,670.24,137.45,-0.24,0,1
07/04/2025,5,SAN CRISTOBAL,787.28,660.06,127.46,-0.24,0,1
07/04/2025,6,SAN CRISTOBAL,820.51,696.44,124.34,-0.27,0,1
07/04/2025,7,SAN CRISTOBAL,821.59,713.2,108.68,-0.29,0,1
07/04/2025,8,SAN CRISTOBAL,821.42,699.54,69.2,52.68,0,1
07/04/2025,9,SAN CRISTOBAL,900.25,745.39,61.69,93.16,0,1
07/04/2025,10,SAN CRISTOBAL,995.69,789.35,83.26,123.08,0,1
07/04/2025,11,SAN CRISTOBAL,972.35,769.75,86.12,116.48,0,1
07/04/2025,12,SAN CRISTOBAL,843.18,682.88,63.77,96.53,0,1
07/04/2025,13,SAN CRISTOBAL,1072.04,831.73,82.27,158.04,0,1
07/04/2025,14,SAN CRISTOBAL,965.39,787.08,64.29,114.02,0,1
07/04/2025,15,SAN CRISTOBAL,1158.16,876.54,77.54,204.09,0,1
07/04/2025,16,SAN CRISTOBAL,1223.17,909.6,76.61,236.95,0,1
07/04/2025,17,SAN CRISTOBAL,1201,955.18,58.17,187.65,0,1
07/04/2025,18,SAN CRISTOBAL,1036.76,914.89,122.29,-0.42,0,1
07/04/2025,19,SAN CRISTOBAL,909.6,785.95,123.98,-0.34,0,1
07/04/2025,20,SAN CRISTOBAL,1093.58,953.78,140.18,-0.38,0,1
07/04/2025,21,SAN CRISTOBAL,1248.05,1104.51,143.84,-0.3,0,1
07/04/2025,22,SAN CRISTOBAL,907.25,834.83,72.78,-0.36,0,1
07/04/2025,23,SAN CRISTOBAL,808.74,736.59,72.37,-0.22,0,1
07/04/2025,24,SAN CRISTOBAL,1043.97,919.3,124.98,-0.31,0,1
07/04/2025,1,SAN JUAN DEL RIO,706,687.75,18.28,-0.03,0,1
07/04/2025,2,SAN JUAN DEL RIO,715.02,697.22,17.84,-0.04,0,1
07/04/2025,3,SAN JUAN DEL RIO,714.5,697.5,17.04,-0.04,0,1
07/04/2025,4,SAN JUAN DEL RIO,685.93,670.24,15.73,-0.04,0,1
07/04/2025,5,SAN JUAN DEL RIO,675.13,660.06,15.11,-0.04,0,1
07/04/2025,6,SAN JUAN DEL RIO,712.67,696.44,16.27,-0.04,0,1
07/04/2025,7,SAN JUAN DEL RIO,730.89,713.2,17.73,-0.05,0,1
07/04/2025,8,SAN JUAN DEL RIO,726.47,699.54,14.99,11.95,0,1
07/04/2025,9,SAN JUAN DEL RIO,781.62,745.39,15.11,21.12,0,1
07/04/2025,10,SAN JUAN DEL RIO,832.47,789.35,15.29,27.84,0,1
07/04/2025,11,SAN JUAN DEL RIO,811.43,769.75,15.42,26.26,0,1
