Fecha, Hora, Zona de Carga, Precio Zonal ($/MWh), Componente energia ($/MWh), Componente perdidas ($/MWh), Componente Congestion ($/MWh),,
04/04/2025,16,TEPIC VALLARTA,843.18,774.25,-11.98,80.91,0,1
04/04/2025,17,TEPIC VALLARTA,821.73,781.59,-14.62,54.77,0,1
04/04/2025,18,TEPIC VALLARTA,725.25,699.84,-14.36,39.77,0,1
04/04/2025,19,TEPIC VALLARTA,1012.39,889.04,-1.57,124.91,0,1
04/04/2025,20,TEPIC VALLARTA,1308.85,1588.08,-19.5,-259.73,0,1
04/04/2025,21,TEPIC VALLARTA,1299.76,1332.19,-14.87,-17.56,0,1
04/04/2025,22,TEPIC VALLARTA,1196.82,1012.25,-1.31,185.88,0,1
04/04/2025,23,TEPIC VALLARTA,708.53,880.72,-4.68,-167.52,0,1
04/04/2025,24,TEPIC VALLARTA,656.1,832.24,-15.92,-160.22,0,1
04/04/2025,1,TEZIUTLAN,1365.78,717.44,38.05,610.3,0,1
04/04/2025,2,TEZIUTLAN,988.3,765.12,39.3,183.88,0,1
04/04/2025,3,TEZIUTLAN,1245.19,679.11,35.76,530.32,0,1
04/04/2025,4,TEZIUTLAN,1009.29,703.18,34.33,271.79,0,1
04/04/2025,5,TEZIUTLAN,1082,682.65,33.56,365.79,0,1
04/04/2025,6,TEZIUTLAN,1186.01,687.4,34.94,463.66,0,1
04/04/2025,7,TEZIUTLAN,932.03,733.33,36.86,161.85,0,1
04/04/2025,8,TEZIUTLAN,1276.22,677.28,30.35,568.59,0,1
04/04/2025,9,TEZIUTLAN,886.57,664.6,26.14,195.83,0,1
04/04/2025,10,TEZIUTLAN,1261.05,564.92,22.58,673.56,0,1
04/04/2025,11,TEZIUTLAN,1294.95,574.37,21.03,699.54,0,1
04/04/2025,12,TEZIUTLAN,1029.94,679.83,25.22,324.89,0,1
04/04/2025,13,TEZIUTLAN,1317.01,660.6,25.19,631.22,0,1
04/04/2025,14,TEZIUTLAN,1236.11,686.4,26.74,522.96,0,1
04/04/2025,15,TEZIUTLAN,1132.26,701.38,28.75,402.13,0,1
04/04/2025,16,TEZIUTLAN,1378.09,774.25,32.5,571.34,0,1
04/04/2025,17,TEZIUTLAN,1318.53,781.59,34.9,502.05,0,1
04/04/2025,18,TEZIUTLAN,1411.24,699.84,35.16,676.24,0,1
04/04/2025,19,TEZIUTLAN,1344.03,889.04,46.05,408.94,0,1
04/04/2025,20,TEZIUTLAN,1928.76,1588.08,83.74,256.94,0,1
04/04/2025,21,TEZIUTLAN,1989.81,1332.19,68.08,589.55,0,1
04/04/2025,22,TEZIUTLAN,1326.85,1012.25,49.98,264.62,0,1
04/04/2025,23,TEZIUTLAN,1488.22,880.72,47.5,560,0,1
04/04/2025,24,TEZIUTLAN,1418.15,832.24,44.44,541.47,0,1
04/04/2025,1,TICUL,3549.96,717.44,204.84,2627.69,0,1
04/04/2025,2,TICUL,2356.73,765.12,215.42,1376.19,0,1
04/04/2025,3,TICUL,1929.31,679.11,195.56,1054.65,0,1
04/04/2025,4,TICUL,1433.5,703.18,190.55,539.77,0,1
04/04/2025,5,TICUL,1586.1,682.65,178.02,725.43,0,1
04/04/2025,6,TICUL,1772.85,687.4,167.65,917.79,0,1
04/04/2025,7,TICUL,1217.73,733.33,164.69,319.72,0,1
04/04/2025,8,TICUL,1968.26,677.28,164.1,1126.89,0,1
04/04/2025,9,TICUL,1203.39,664.6,156.76,382.03,0,1
04/04/2025,10,TICUL,1928.83,564.92,136.23,1227.69,0,1
04/04/2025,11,TICUL,2024.32,574.37,130.85,1319.1,0,1
04/04/2025,12,TICUL,1418.19,679.83,156.44,581.92,0,1
04/04/2025,13,TICUL,2144.65,660.6,156.34,1327.71,0,1
04/04/2025,14,TICUL,1873.15,686.4,163.17,1023.58,0,1
04/04/2025,15,TICUL,1797.69,701.38,169.84,926.46,0,1
04/04/2025,16,TICUL,2063.8,774.25,189.93,1099.62,0,1
04/04/2025,17,TICUL,1952.81,781.59,197.37,973.86,0,1
04/04/2025,18,TICUL,2223.58,699.84,174.25,1349.49,0,1
04/04/2025,19,TICUL,1919.89,889.04,220.61,810.24,0,1
04/04/2025,20,TICUL,3923.16,1588.08,392.74,1942.34,0,1
04/04/2025,21,TICUL,5634.57,1332.19,338.45,3963.93,0,1
04/04/2025,22,TICUL,8677.09,1012.25,252.76,7412.08,0,1
04/04/2025,23,TICUL,6493.1,880.72,235.6,5376.77,0,1
04/04/2025,24,TICUL,4387.17,832.24,233.15,3321.79,0,1
04/04/2025,1,TLAXCALA,1908.72,717.44,50.69,1140.59,0,1
04/04/2025,2,TLAXCALA,1161.58,765.12,52.78,343.68,0,1
04/04/2025,3,TLAXCALA,1716.94,679.11,48.53,989.31,0,1
04/04/2025,4,TLAXCALA,1257.98,703.18,48.36,506.45,0,1
04/04/2025,5,TLAXCALA,1411.02,682.65,47.46,680.91,0,1
04/04/2025,6,TLAXCALA,1598.09,687.4,49.12,861.57,0,1
04/04/2025,7,TLAXCALA,1085.09,733.33,51.68,300.08,0,1
04/04/2025,8,TLAXCALA,1779.98,677.28,47.71,1054.99,0,1
04/04/2025,9,TLAXCALA,1067.16,664.6,44.92,357.64,0,1
04/04/2025,10,TLAXCALA,1760.39,564.92,38.33,1157.14,0,1
04/04/2025,11,TLAXCALA,1757.52,574.37,37.96,1145.19,0,1
04/04/2025,12,TLAXCALA,1268.33,679.83,45.65,542.85,0,1
04/04/2025,13,TLAXCALA,1805.66,660.6,43.97,1101.09,0,1
04/04/2025,14,TLAXCALA,1679.79,686.4,45.57,947.81,0,1
04/04/2025,15,TLAXCALA,1476.75,701.38,47.18,728.19,0,1
04/04/2025,16,TLAXCALA,1859.76,774.25,51.52,1033.99,0,1
04/04/2025,17,TLAXCALA,1749.98,781.59,52.99,915.41,0,1
04/04/2025,18,TLAXCALA,2016.88,699.84,49.34,1267.7,0,1
04/04/2025,19,TLAXCALA,1713.74,889.04,62.85,761.85,0,1
04/04/2025,20,TLAXCALA,2206.38,1588.08,110.2,508.11,0,1
04/04/2025,21,TLAXCALA,2547.44,1332.19,91.62,1123.64,0,1
04/04/2025,22,TLAXCALA,1589.97,1012.25,68.4,509.32,0,1
04/04/2025,23,TLAXCALA,2009.47,880.72,60.68,1068.07,0,1
04/04/2025,24,TLAXCALA,1924.55,832.24,58.57,1033.74,0,1
04/04/2025,1,TUXTLA,2122.19,717.44,111.66,1293.1,0,1
04/04/2025,2,TUXTLA,1520.45,765.12,120.22,635.11,0,1
04/04/2025,3,TUXTLA,1847.99,679.11,114.6,1054.28,0,1
04/04/2025,4,TUXTLA,1361.07,703.18,118.32,539.58,0,1
04/04/2025,5,TUXTLA,1524.71,682.65,116.88,725.18,0,1
04/04/2025,6,TUXTLA,1719.89,687.4,115.02,917.47,0,1
04/04/2025,7,TUXTLA,1170.95,733.33,118.01,319.61,0,1
04/04/2025,8,TUXTLA,1924.39,677.28,120.61,1126.5,0,1
04/04/2025,9,TUXTLA,1159.53,664.6,113.07,381.86,0,1
04/04/2025,10,TUXTLA,1889.1,564.92,96.98,1227.2,0,1
04/04/2025,11,TUXTLA,1981.52,574.37,88.59,1318.56,0,1
04/04/2025,12,TUXTLA,1363.78,679.83,102.25,581.7,0,1
04/04/2025,13,TUXTLA,2088.56,660.6,100.87,1327.1,0,1
04/04/2025,14,TUXTLA,1810.1,686.4,100.54,1023.16,0,1
04/04/2025,15,TUXTLA,1588.45,701.38,100.68,786.39,0,1
04/04/2025,16,TUXTLA,1979.81,774.25,106.32,1099.24,0,1
04/04/2025,17,TUXTLA,1858.94,781.59,103.84,973.51,0,1
04/04/2025,18,TUXTLA,2136.82,699.84,87.97,1349,0,1
04/04/2025,19,TUXTLA,1799.74,889.04,100.72,809.98,0,1
04/04/2025,20,TUXTLA,2479.58,1588.08,183.91,707.59,0,1
04/04/2025,21,TUXTLA,2846.44,1332.19,168.07,1346.19,0,1
04/04/2025,22,TUXTLA,2056.15,1012.25,124.11,919.8,0,1
04/04/2025,23,TUXTLA,2373.97,880.72,121.73,1371.51,0,1
04/04/2025,24,TUXTLA,2182.2,832.24,123.89,1226.07,0,1
04/04/2025,1,URUAPAN,944.93,717.44,24.43,203.06,0,1
04/04/2025,2,URUAPAN,852.31,765.12,25.92,61.27,0,1
04/04/2025,3,URUAPAN,876.71,679.11,21.3,176.31,0,1
04/04/2025,4,URUAPAN,814.66,703.18,21.12,90.37,0,1
04/04/2025,5,URUAPAN,823.55,682.65,19.38,121.52,0,1
04/04/2025,6,URUAPAN,862.99,687.4,21.87,153.72,0,1
04/04/2025,7,URUAPAN,810.01,733.33,22.72,53.96,0,1
04/04/2025,8,URUAPAN,900.33,677.28,21.74,201.31,0,1
04/04/2025,9,URUAPAN,746.69,664.6,23.77,58.33,0,1
04/04/2025,10,URUAPAN,803.88,564.92,18.86,220.1,0,1
04/04/2025,11,URUAPAN,816.31,574.37,22.07,219.87,0,1
04/04/2025,12,URUAPAN,804.72,679.83,25.49,99.41,0,1
04/04/2025,13,URUAPAN,861.43,660.6,24.14,176.68,0,1
04/04/2025,14,URUAPAN,870.74,686.4,25.93,158.4,0,1
04/04/2025,15,URUAPAN,849.55,701.38,27.79,120.38,0,1
04/04/2025,16,URUAPAN,983.43,774.25,33.94,175.24,0,1
04/04/2025,17,URUAPAN,967.12,781.59,33.86,151.68,0,1
04/04/2025,18,URUAPAN,976.08,699.84,31.21,245.03,0,1
04/04/2025,19,URUAPAN,1069.29,889.04,43.37,136.88,0,1
04/04/2025,20,URUAPAN,1806.51,1588.08,79.07,139.36,0,1
04/04/2025,21,URUAPAN,1628.16,1332.19,63.37,232.6,0,1
04/04/2025,22,URUAPAN,1171.09,1012.25,49.7,109.15,0,1
04/04/2025,23,URUAPAN,1151.28,880.72,37.88,232.68,0,1
04/04/2025,24,URUAPAN,1091.4,832.24,32.88,226.28,0,1
04/04/2025,1,VDM CENTRO,1559.78,717.44,40.76,801.58,0,1
04/04/2025,2,VDM CENTRO,1047.86,765.12,41.47,241.27,0,1
04/04/2025,3,VDM CENTRO,1412.22,679.11,38.43,694.68,0,1
04/04/2025,4,VDM CENTRO,1097.17,703.18,38.25,355.74,0,1
04/04/2025,5,VDM CENTRO,1198.36,682.65,37.35,478.36,0,1
04/04/2025,6,VDM CENTRO,1331.59,687.4,40.03,604.16,0,1
04/04/2025,7,VDM CENTRO,985.76,733.33,42.86,209.57,0,1
04/04/2025,8,VDM CENTRO,1455.74,677.28,42.25,736.22,0,1
04/04/2025,9,VDM CENTRO,956.39,664.6,42.9,248.89,0,1
04/04/2025,10,VDM CENTRO,1434.18,564.92,37.27,832,0,1
04/04/2025,11,VDM CENTRO,1407.09,574.37,38.14,794.58,0,1
04/04/2025,12,VDM CENTRO,1113,679.83,45.55,387.63,0,1
04/04/2025,13,VDM CENTRO,1407.07,660.6,43.65,702.82,0,1
04/04/2025,14,VDM CENTRO,1370.23,686.4,44.67,639.16,0,1
04/04/2025,15,VDM CENTRO,1239.18,701.38,46.58,491.22,0,1
04/04/2025,16,VDM CENTRO,1542.55,774.25,51.65,716.65,0,1
04/04/2025,17,VDM CENTRO,1469.4,781.59,52.14,635.67,0,1
04/04/2025,18,VDM CENTRO,1620.33,699.84,46.28,874.21,0,1
04/04/2025,19,VDM CENTRO,1475.48,889.04,56.86,529.58,0,1
04/04/2025,20,VDM CENTRO,2030.03,1588.08,99.19,342.76,0,1
04/04/2025,21,VDM CENTRO,2194.31,1332.19,80.89,781.24,0,1
04/04/2025,22,VDM CENTRO,1432.27,1012.25,61.02,359,0,1
04/04/2025,23,VDM CENTRO,1672.77,880.72,52.11,739.94,0,1
04/04/2025,24,VDM CENTRO,1596.98,832.24,48.99,715.76,0,1
04/04/2025,1,VDM NORTE,1356.26,717.44,37.93,600.89,0,1
04/04/2025,2,VDM NORTE,984.73,765.12,38.6,181.01,0,1
04/04/2025,3,VDM NORTE,1236.06,679.11,35.91,521.04,0,1
04/04/2025,4,VDM NORTE,1005.63,703.18,35.77,266.68,0,1
04/04/2025,5,VDM NORTE,1076.09,682.65,35,358.43,0,1
04/04/2025,6,VDM NORTE,1178.55,687.4,37.46,453.69,0,1
04/04/2025,7,VDM NORTE,931.52,733.33,40,158.2,0,1
04/04/2025,8,VDM NORTE,1276.05,677.28,39.45,559.32,0,1
04/04/2025,9,VDM NORTE,894.44,664.6,40.01,189.83,0,1
04/04/2025,10,VDM NORTE,1259.61,564.92,34.51,660.18,0,1
04/04/2025,11,VDM NORTE,1250.42,574.37,35.3,640.75,0,1
04/04/2025,12,VDM NORTE,1033.99,679.83,42.09,312.08,0,1
04/04/2025,13,VDM NORTE,1238.69,660.6,40.28,537.82,0,1
04/04/2025,14,VDM NORTE,1217.6,686.4,41.09,490.1,0,1
04/04/2025,15,VDM NORTE,1120.54,701.38,42.89,376.27,0,1
04/04/2025,16,VDM NORTE,1372.66,774.25,47.6,550.81,0,1
04/04/2025,17,VDM NORTE,1315.44,781.59,48.17,485.68,0,1
04/04/2025,18,VDM NORTE,1402.45,699.84,42.63,659.98,0,1
04/04/2025,19,VDM NORTE,1340.83,889.04,52.21,399.58,0,1
04/04/2025,20,VDM NORTE,1925.39,1588.08,90.82,246.49,0,1
04/04/2025,21,VDM NORTE,1980.01,1332.19,74.18,573.65,0,1
04/04/2025,22,VDM NORTE,1332.84,1012.25,55.93,264.67,0,1
04/04/2025,23,VDM NORTE,1469.61,880.72,48,540.89,0,1
04/04/2025,24,VDM NORTE,1403.49,832.24,45.68,525.57,0,1
04/04/2025,1,VDM SUR,1593.54,717.44,44.92,831.19,0,1
04/04/2025,2,VDM SUR,1061.08,765.12,46.07,249.89,0,1
04/04/2025,3,VDM SUR,1440.68,679.11,42.61,718.96,0,1
04/04/2025,4,VDM SUR,1113.71,703.18,42.67,367.86,0,1
04/04/2025,5,VDM SUR,1219.12,682.65,41.63,494.84,0,1
04/04/2025,6,VDM SUR,1358.7,687.4,44.37,626.93,0,1
04/04/2025,7,VDM SUR,998.69,733.33,47.24,218.12,0,1
04/04/2025,8,VDM SUR,1491.7,677.28,46.33,768.1,0,1
04/04/2025,9,VDM SUR,971.81,664.6,47.01,260.2,0,1
04/04/2025,10,VDM SUR,1472.96,564.92,40.55,867.5,0,1
04/04/2025,11,VDM SUR,1441.73,574.37,41.59,825.76,0,1
04/04/2025,12,VDM SUR,1132.47,679.83,49.37,403.27,0,1
04/04/2025,13,VDM SUR,1446.11,660.6,47.17,738.34,0,1
04/04/2025,14,VDM SUR,1406.22,686.4,48.25,671.57,0,1
04/04/2025,15,VDM SUR,1267.69,701.38,50.24,516.06,0,1
04/04/2025,16,VDM SUR,1584,774.25,55.77,753.98,0,1
04/04/2025,17,VDM SUR,1505.76,781.59,56.41,667.76,0,1
04/04/2025,18,VDM SUR,1668.28,699.84,50.08,918.36,0,1
04/04/2025,19,VDM SUR,1506.64,889.04,61.86,555.74,0,1
04/04/2025,20,VDM SUR,2055.59,1588.08,108.77,358.74,0,1
04/04/2025,21,VDM SUR,2236.43,1332.19,88.75,815.49,0,1
04/04/2025,22,VDM SUR,1454.13,1012.25,67.45,374.44,0,1
04/04/2025,23,VDM SUR,1707.53,880.72,57.25,769.55,0,1
04/04/2025,24,VDM SUR,1629.5,832.24,53.71,743.55,0,1
04/04/2025,1,VERACRUZ,1798.18,717.44,67.67,1013.07,0,1
04/04/2025,2,VERACRUZ,1140.49,765.12,70.12,305.26,0,1
04/04/2025,3,VERACRUZ,1623.07,679.11,64.17,879.79,0,1
04/04/2025,4,VERACRUZ,1217.38,703.18,63.64,450.56,0,1
04/04/2025,5,VERACRUZ,1348.91,682.65,60.68,605.59,0,1
04/04/2025,6,VERACRUZ,1515.55,687.4,60.85,767.3,0,1
04/04/2025,7,VERACRUZ,1063.33,733.33,62.34,267.66,0,1
04/04/2025,8,VERACRUZ,1678.35,677.28,59.93,941.15,0,1
04/04/2025,9,VERACRUZ,1042.18,664.6,57.69,319.88,0,1
04/04/2025,10,VERACRUZ,1657.02,564.92,50.2,1041.9,0,1
04/04/2025,11,VERACRUZ,1739.81,574.37,48.86,1116.58,0,1
04/04/2025,12,VERACRUZ,1234.6,679.83,58.79,495.99,0,1
04/04/2025,13,VERACRUZ,1820.96,660.6,57.45,1102.91,0,1
04/04/2025,14,VERACRUZ,1603.04,686.4,59.67,856.97,0,1
04/04/2025,15,VERACRUZ,1422.55,701.38,62.78,658.39,0,1
04/04/2025,16,VERACRUZ,1765.59,774.25,68.6,922.74,0,1
04/04/2025,17,VERACRUZ,1667.49,781.59,69.96,815.94,0,1
04/04/2025,18,VERACRUZ,1886.42,699.84,62.19,1124.39,0,1
04/04/2025,19,VERACRUZ,1640.32,889.04,74.62,676.66,0,1
04/04/2025,20,VERACRUZ,2169.29,1588.08,132.24,448.97,0,1
04/04/2025,21,VERACRUZ,2444.45,1332.19,114.85,997.41,0,1
04/04/2025,22,VERACRUZ,1551.5,1012.25,87.45,451.8,0,1
04/04/2025,23,VERACRUZ,1907.51,880.72,80.16,946.63,0,1
04/04/2025,24,VERACRUZ,1825.61,832.24,77.54,915.83,0,1
04/04/2025,1,VICTORIA,837.89,717.44,-30.89,151.34,0,1
04/04/2025,2,VICTORIA,776,765.12,-34.42,45.3,0,1
04/04/2025,3,VICTORIA,773.83,679.11,-36.06,130.79,0,1
04/04/2025,4,VICTORIA,732.78,703.18,-36.87,66.48,0,1
04/04/2025,5,VICTORIA,733.94,682.65,-37.78,89.08,0,1
04/04/2025,6,VICTORIA,760,687.4,-40.16,112.76,0,1
04/04/2025,7,VICTORIA,730.98,733.33,-40.18,37.84,0,1
04/04/2025,8,VICTORIA,727.47,677.28,-38.58,88.77,0,1
04/04/2025,9,VICTORIA,698.79,664.6,-34.97,69.16,0,1
04/04/2025,10,VICTORIA,771.89,564.92,-35.71,242.68,0,1
04/04/2025,11,VICTORIA,800.8,574.37,-33.93,260.35,0,1
04/04/2025,12,VICTORIA,809.25,679.83,-32.76,162.18,0,1
04/04/2025,13,VICTORIA,881.63,660.6,-26.83,247.86,0,1
04/04/2025,14,VICTORIA,885.88,686.4,-19.74,219.21,0,1
04/04/2025,15,VICTORIA,860.43,701.38,-17.73,176.78,0,1
04/04/2025,16,VICTORIA,994.69,774.25,-15.88,236.32,0,1
04/04/2025,17,VICTORIA,976.3,781.59,-25.76,220.48,0,1
04/04/2025,18,VICTORIA,834.36,699.84,-22.63,157.15,0,1
04/04/2025,19,VICTORIA,942.72,889.04,-41.63,95.3,0,1
04/04/2025,20,VICTORIA,1532.73,1588.08,-85.81,30.46,0,1
04/04/2025,21,VICTORIA,1373.26,1332.19,-74.53,115.6,0,1
04/04/2025,22,VICTORIA,947.89,1012.25,-59.53,-4.83,0,1
04/04/2025,23,VICTORIA,954.38,880.72,-43.13,116.78,0,1
04/04/2025,24,VICTORIA,901.45,832.24,-41.38,110.59,0,1
04/04/2025,1,VILLAHERMOSA,3415.68,717.44,133.69,2564.55,0,1
04/04/2025,2,VILLAHERMOSA,5810.59,765.12,143.62,4901.85,0,1
04/04/2025,3,VILLAHERMOSA,1867.06,679.11,133.3,1054.66,0,1
04/04/2025,4,VILLAHERMOSA,1375.6,703.18,132.65,539.77,0,1
04/04/2025,5,VILLAHERMOSA,1535.09,682.65,127.01,725.44,0,1
04/04/2025,6,VILLAHERMOSA,1726.12,687.4,120.91,917.8,0,1
04/04/2025,7,VILLAHERMOSA,1170.99,733.33,117.94,319.72,0,1
04/04/2025,8,VILLAHERMOSA,1918.92,677.28,114.75,1126.9,0,1
04/04/2025,9,VILLAHERMOSA,1154.16,664.6,107.52,382.03,0,1
04/04/2025,10,VILLAHERMOSA,1886,564.92,93.38,1227.71,0,1
04/04/2025,11,VILLAHERMOSA,1980.76,574.37,87.27,1319.12,0,1
04/04/2025,12,VILLAHERMOSA,1366.21,679.83,104.45,581.93,0,1
04/04/2025,13,VILLAHERMOSA,2092.96,660.6,104.64,1327.73,0,1
04/04/2025,14,VILLAHERMOSA,1819.27,686.4,109.28,1023.59,0,1
04/04/2025,15,VILLAHERMOSA,1602.32,701.38,113.2,787.75,0,1
04/04/2025,16,VILLAHERMOSA,1997.21,774.25,123.33,1099.63,0,1
04/04/2025,17,VILLAHERMOSA,1878.71,781.59,123.26,973.86,0,1
04/04/2025,18,VILLAHERMOSA,2156.81,699.84,107.47,1349.5,0,1
04/04/2025,19,VILLAHERMOSA,1830.32,889.04,131.03,810.25,0,1
04/04/2025,20,VILLAHERMOSA,5290.99,1588.08,242.63,3460.29,0,1
04/04/2025,21,VILLAHERMOSA,5389.61,1332.19,217.22,3840.2,0,1
04/04/2025,22,VILLAHERMOSA,8279.92,1012.25,162.41,7105.27,0,1
04/04/2025,23,VILLAHERMOSA,6221.92,880.72,153.9,5187.3,0,1
04/04/2025,24,VILLAHERMOSA,4208.22,832.24,153.4,3222.59,0,1
04/04/2025,1,XALAPA,1468.94,717.44,46.82,704.68,0,1
04/04/2025,2,XALAPA,1027.01,765.12,49.01,212.88,0,1
04/04/2025,3,XALAPA,1337.55,679.11,44.29,614.15,0,1
04/04/2025,4,XALAPA,1061.48,703.18,43.58,314.72,0,1
04/04/2025,5,XALAPA,1147.07,682.65,41.88,422.54,0,1
04/04/2025,6,XALAPA,1263.56,687.4,43.05,533.12,0,1
04/04/2025,7,XALAPA,963.85,733.33,45.04,185.49,0,1
04/04/2025,8,XALAPA,1362.58,677.28,37.9,647.41,0,1
04/04/2025,9,XALAPA,920.1,664.6,33.44,222.06,0,1
04/04/2025,10,XALAPA,1346.09,564.92,29.31,751.86,0,1
04/04/2025,11,XALAPA,1387.02,574.37,28.45,784.2,0,1
04/04/2025,12,XALAPA,1075.72,679.83,34.91,360.98,0,1
04/04/2025,13,XALAPA,1420.98,660.6,34.14,726.24,0,1
04/04/2025,14,XALAPA,1316.49,686.4,36.23,593.86,0,1
04/04/2025,15,XALAPA,1195.86,701.38,37.92,456.56,0,1
04/04/2025,16,XALAPA,1463.94,774.25,41.98,647.71,0,1
04/04/2025,17,XALAPA,1397.07,781.59,45.07,570.41,0,1
04/04/2025,18,XALAPA,1517.26,699.84,44.23,773.19,0,1
04/04/2025,19,XALAPA,1411.8,889.04,57.46,465.3,0,1
04/04/2025,20,XALAPA,1988.41,1588.08,101.56,298.77,0,1
04/04/2025,21,XALAPA,2094.26,1332.19,84.08,677.99,0,1
04/04/2025,22,XALAPA,1381.35,1012.25,62.67,306.44,0,1
04/04/2025,23,XALAPA,1586.21,880.72,58.28,647.22,0,1
04/04/2025,24,XALAPA,1517.93,832.24,55.54,630.15,0,1
04/04/2025,1,ZACAPU,927.32,717.44,10.6,199.28,0,1
04/04/2025,2,ZACAPU,837.63,765.12,12.38,60.13,0,1
04/04/2025,3,ZACAPU,862.33,679.11,10.2,173.02,0,1
04/04/2025,4,ZACAPU,802.07,703.18,10.2,88.69,0,1
04/04/2025,5,ZACAPU,811.1,682.65,9.18,119.27,0,1
04/04/2025,6,ZACAPU,849.72,687.4,11.45,150.87,0,1
04/04/2025,7,ZACAPU,797.21,733.33,10.91,52.98,0,1
04/04/2025,8,ZACAPU,884.84,677.28,9.54,198.03,0,1
04/04/2025,9,ZACAPU,732.27,664.6,10.6,57.07,0,1
04/04/2025,10,ZACAPU,787.98,564.92,7.07,216,0,1
04/04/2025,11,ZACAPU,798.08,574.37,9.79,213.92,0,1
04/04/2025,12,ZACAPU,787.16,679.83,10.9,96.43,0,1
04/04/2025,13,ZACAPU,841.23,660.6,9.03,171.59,0,1
04/04/2025,14,ZACAPU,849.98,686.4,9.88,153.7,0,1
04/04/2025,15,ZACAPU,829.13,701.38,11,116.76,0,1
04/04/2025,16,ZACAPU,960.3,774.25,14.4,171.65,0,1
04/04/2025,17,ZACAPU,943.16,781.59,13.1,148.47,0,1
04/04/2025,18,ZACAPU,953.17,699.84,12.2,241.13,0,1
04/04/2025,19,ZACAPU,1043.22,889.04,19.78,134.4,0,1
04/04/2025,20,ZACAPU,1763.5,1588.08,37.07,138.35,0,1
04/04/2025,21,ZACAPU,1590.77,1332.19,29.23,229.36,0,1
04/04/2025,22,ZACAPU,1145.3,1012.25,25.3,107.76,0,1
04/04/2025,23,ZACAPU,1128.62,880.72,18.14,229.75,0,1
04/04/2025,24,ZACAPU,1069.93,832.24,14.23,223.47,0,1
04/04/2025,1,ZACATECAS,870.43,717.44,17.09,135.9,0,1
04/04/2025,2,ZACATECAS,823.58,765.12,17.64,40.82,0,1
04/04/2025,3,ZACATECAS,808.56,679.11,11.51,117.95,0,1
04/04/2025,4,ZACATECAS,775.24,703.18,11.75,60.32,0,1
04/04/2025,5,ZACATECAS,773.67,682.65,9.87,81.16,0,1
04/04/2025,6,ZACATECAS,800.63,687.4,10.51,102.71,0,1
04/04/2025,7,ZACATECAS,781.99,733.33,12.87,35.8,0,1
04/04/2025,8,ZACATECAS,834.76,677.28,3.34,154.15,0,1
04/04/2025,9,ZACATECAS,688.78,664.6,-5.69,29.87,0,1
04/04/2025,10,ZACATECAS,704.46,564.92,-7.82,147.37,0,1
04/04/2025,11,ZACATECAS,713.07,574.37,-8.75,147.45,0,1
04/04/2025,12,ZACATECAS,727.23,679.83,-9.48,56.88,0,1
04/04/2025,13,ZACATECAS,760.07,660.6,-7.45,106.93,0,1
04/04/2025,14,ZACATECAS,772.7,686.4,-4.28,90.58,0,1
04/04/2025,15,ZACATECAS,764,701.38,-3.44,66.06,0,1
04/04/2025,16,ZACATECAS,877.86,774.25,0.56,103.05,0,1
04/04/2025,17,ZACATECAS,870.02,781.59,-0.27,88.7,0,1
04/04/2025,18,ZACATECAS,858.51,699.84,5.71,152.96,0,1
04/04/2025,19,ZACATECAS,1003.24,889.04,23.25,90.95,0,1
04/04/2025,20,ZACATECAS,1711.18,1588.08,56.98,66.12,0,1
04/04/2025,21,ZACATECAS,1516.33,1332.19,46.05,138.1,0,1
04/04/2025,22,ZACATECAS,1143.91,1012.25,33.45,98.22,0,1
04/04/2025,23,ZACATECAS,1039.93,880.72,27.9,131.31,0,1
04/04/2025,24,ZACATECAS,980.71,832.24,21.1,127.37,0,1
04/04/2025,1,ZAMORA,931.33,717.44,17.34,196.55,0,1
04/04/2025,2,ZAMORA,843.87,765.12,19.42,59.33,0,1
04/04/2025,3,ZAMORA,865.8,679.11,16.04,170.65,0,1
04/04/2025,4,ZAMORA,806.87,703.18,16.2,87.5,0,1
04/04/2025,5,ZAMORA,815.08,682.65,14.77,117.66,0,1
04/04/2025,6,ZAMORA,852.99,687.4,16.7,148.88,0,1
04/04/2025,7,ZAMORA,803.61,733.33,17.9,52.38,0,1
04/04/2025,8,ZAMORA,892.07,677.28,16.39,198.4,0,1
04/04/2025,9,ZAMORA,736.01,664.6,16.23,55.18,0,1
04/04/2025,10,ZAMORA,788.49,564.92,10.85,212.72,0,1
04/04/2025,11,ZAMORA,796.88,574.37,12.59,209.92,0,1
04/04/2025,12,ZAMORA,786.48,679.83,13.65,93,0,1
04/04/2025,13,ZAMORA,839.34,660.6,12.23,166.51,0,1
04/04/2025,14,ZAMORA,848.48,686.4,13.39,148.68,0,1
04/04/2025,15,ZAMORA,828.01,701.38,14.03,112.6,0,1
04/04/2025,16,ZAMORA,960.23,774.25,18.89,167.1,0,1
04/04/2025,17,ZAMORA,943.81,781.59,18.41,143.81,0,1
04/04/2025,18,ZAMORA,956.73,699.84,18.08,238.82,0,1
04/04/2025,19,ZAMORA,1051.44,889.04,29.48,132.91,0,1
04/04/2025,20,ZAMORA,1783.58,1588.08,56.87,138.63,0,1
04/04/2025,21,ZAMORA,1605.34,1332.19,45,228.16,0,1
04/04/2025,22,ZAMORA,1158.91,1012.25,36.34,110.33,0,1
04/04/2025,23,ZAMORA,1135.85,880.72,27,228.12,0,1
