fecha_hora,precio,ds,precio_predicho
2020-01-14 05:00:00,428.39,2020-01-14 05:00:00,441.5648995826053
2020-01-14 06:00:00,449.91,2020-01-14 06:00:00,437.8723997627798
2020-01-14 07:00:00,504.42,2020-01-14 07:00:00,440.4229239744306
2020-01-14 08:00:00,541.13,2020-01-14 08:00:00,448.6722459739905
2020-01-14 09:00:00,564.37,2020-01-14 09:00:00,464.00894448572103
2020-01-14 10:00:00,587.86,2020-01-14 10:00:00,484.914376377483
2020-01-14 11:00:00,618.81,2020-01-14 11:00:00,506.05088243465394
2020-01-14 12:00:00,3008.24,2020-01-14 12:00:00,522.4741675538088
2020-01-14 13:00:00,3007.86,2020-01-14 13:00:00,534.4725080668323
2020-01-14 14:00:00,1440.59,2020-01-14 14:00:00,546.8083870168326
2020-01-14 15:00:00,1453.82,2020-01-14 15:00:00,562.9484110273672
2020-01-14 16:00:00,1523.39,2020-01-14 16:00:00,581.1691044109465
2020-01-14 17:00:00,1405.31,2020-01-14 17:00:00,597.4106632831785
2020-01-14 18:00:00,1428.53,2020-01-14 18:00:00,612.5827707367115
2020-01-14 19:00:00,840.47,2020-01-14 19:00:00,635.6531825486438
2020-01-14 20:00:00,828.29,2020-01-14 20:00:00,677.0279713060519
2020-01-14 21:00:00,828.26,2020-01-14 21:00:00,735.9657809850748
2020-01-14 22:00:00,818.42,2020-01-14 22:00:00,790.1945642606371
2020-01-14 23:00:00,800.45,2020-01-14 23:00:00,802.0612870546951
2020-01-15 00:00:00,563.28,2020-01-15 00:00:00,750.4500694595731
2020-01-15 01:00:00,476.18,2020-01-15 01:00:00,655.8285367588176
2020-01-15 02:00:00,447.62,2020-01-15 02:00:00,559.9211434092249
2020-01-15 03:00:00,413.82,2020-01-15 03:00:00,490.3513646170767
2020-01-15 04:00:00,405.6,2020-01-15 04:00:00,451.8793602876679
2020-01-15 05:00:00,402.34,2020-01-15 05:00:00,436.4271876898005
2020-01-15 06:00:00,434.47,2020-01-15 06:00:00,433.614888911632
2020-01-15 07:00:00,483.52,2020-01-15 07:00:00,437.26482997904674
2020-01-15 08:00:00,535.46,2020-01-15 08:00:00,446.85092092465675
2020-01-15 09:00:00,564.59,2020-01-15 09:00:00,463.78779795489515
2020-01-15 10:00:00,557.35,2020-01-15 10:00:00,486.60487904450815
2020-01-15 11:00:00,3667.34,2020-01-15 11:00:00,509.96485517330694
2020-01-15 12:00:00,3685.89,2020-01-15 12:00:00,528.833322452937
2020-01-15 13:00:00,3637.96,2020-01-15 13:00:00,543.3976699440717
2020-01-15 14:00:00,3666.97,2020-01-15 14:00:00,558.4114398027212
2020-01-15 15:00:00,4572.06,2020-01-15 15:00:00,577.3802966031436
2020-01-15 16:00:00,3657.08,2020-01-15 16:00:00,598.5201939362702
2020-01-15 17:00:00,3655.69,2020-01-15 17:00:00,617.5962903132636
2020-01-15 18:00:00,721.43,2020-01-15 18:00:00,635.463963801744
2020-01-15 19:00:00,745.12,2020-01-15 19:00:00,661.3774161904101
2020-01-15 20:00:00,736.06,2020-01-15 20:00:00,706.1882707796334
2020-01-15 21:00:00,750.18,2020-01-15 21:00:00,769.1586053742885
2020-01-15 22:00:00,734.06,2020-01-15 22:00:00,826.9500164588537
2020-01-15 23:00:00,713.73,2020-01-15 23:00:00,839.9817207460761
2020-01-16 00:00:00,511.19,2020-01-16 00:00:00,786.0009488224433
2020-01-16 01:00:00,484.01,2020-01-16 01:00:00,686.5123358078148
2020-01-16 02:00:00,446.91,2020-01-16 02:00:00,585.408610264494
2020-01-16 03:00:00,423.27,2020-01-16 03:00:00,511.72286697312325
2020-01-16 04:00:00,399.45,2020-01-16 04:00:00,470.4078092731607
2020-01-16 05:00:00,355.93,2020-01-16 05:00:00,452.9307359726968
