fecha,hora,zona,precio,energia,congestion
01/04/2020,1,CANCUN,897.55,518.12,231.15
01/04/2020,2,CANCUN,870.99,499.13,238.07
01/04/2020,3,CANCUN,852.32,475.58,259.21
01/04/2020,4,CANCUN,779.46,470.62,199.34
01/04/2020,5,CANCUN,983.23,466.05,416.27
01/04/2020,6,CANCUN,763.56,469.17,191.65
01/04/2020,7,CANCUN,557.87,464.68,-0.99
01/04/2020,8,CANCUN,566.3,468.45,-1.37
01/04/2020,9,CANCUN,588.36,477.56,-1.56
01/04/2020,10,CANCUN,880.02,438.32,340.78
01/04/2020,11,CANCUN,872.94,440.95,331.99
01/04/2020,12,CANCUN,883.59,437.54,346.08
01/04/2020,13,CANCUN,836.32,447.16,292.89
01/04/2020,14,CANCUN,884.56,450.9,337.07
01/04/2020,15,CANCUN,867.68,449.48,311.81
01/04/2020,16,CANCUN,895.5,526.19,243.15
01/04/2020,17,CANCUN,880.53,549.26,182.03
01/04/2020,18,CANCUN,847.04,580.55,117.11
01/04/2020,19,CANCUN,876.48,538.45,189.38
01/04/2020,20,CANCUN,888.63,570.57,167.4
01/04/2020,21,CANCUN,914.37,543.06,225.62
01/04/2020,22,CANCUN,897.09,570.2,168.73
01/04/2020,23,CANCUN,908.03,537.58,216.53
01/04/2020,24,CANCUN,905.03,532.1,216.24
02/04/2020,1,CANCUN,1088.97,443.18,527.27
02/04/2020,2,CANCUN,1095.64,439.05,545.28
02/04/2020,3,CANCUN,1009.15,439.6,463.7
02/04/2020,4,CANCUN,965.16,438.53,424.39
02/04/2020,5,CANCUN,1173.89,435.22,642.17
02/04/2020,6,CANCUN,983.53,451.17,435.32
02/04/2020,7,CANCUN,560.75,461.14,-1.33
02/04/2020,8,CANCUN,551.41,448.44,-1.28
02/04/2020,9,CANCUN,853.98,444.32,293.47
02/04/2020,10,CANCUN,896.9,451.06,323.07
02/04/2020,11,CANCUN,985.59,442.7,425.31
02/04/2020,12,CANCUN,612.43,482.04,10.81
02/04/2020,13,CANCUN,1018.78,479.28,413.63
02/04/2020,14,CANCUN,1095.86,507.92,457.87
02/04/2020,15,CANCUN,731.59,516.44,84.36
02/04/2020,16,CANCUN,652.36,515.22,5.18
02/04/2020,17,CANCUN,907.66,463.56,329.69
02/04/2020,18,CANCUN,883.98,536.6,216.79
02/04/2020,19,CANCUN,956.46,479.89,357.92
02/04/2020,20,CANCUN,930.28,548.24,249.49
02/04/2020,21,CANCUN,1019.94,487.54,418.53
02/04/2020,22,CANCUN,1024.38,503.56,390.76
02/04/2020,23,CANCUN,1020.19,447.75,446.66
02/04/2020,24,CANCUN,908.84,458.17,319.22
03/04/2020,1,CANCUN,1125.04,457.62,537.42
03/04/2020,2,CANCUN,1125.25,451.87,552.2
03/04/2020,3,CANCUN,1119,425.7,586.39
03/04/2020,4,CANCUN,1189.03,447.44,633.63
03/04/2020,5,CANCUN,1034.37,448.04,479.69
03/04/2020,6,CANCUN,1068.48,454.57,510.46
03/04/2020,7,CANCUN,577.05,470.15,-1.08
03/04/2020,8,CANCUN,612.54,497.16,-1.59
03/04/2020,9,CANCUN,838.14,413.98,326.82
03/04/2020,10,CANCUN,917.52,399.34,421.14
03/04/2020,11,CANCUN,793.7,401.88,296.84
03/04/2020,12,CANCUN,888.64,415.21,373.28
03/04/2020,13,CANCUN,895.46,403.37,392.7
03/04/2020,14,CANCUN,905.82,416.6,388.64
03/04/2020,15,CANCUN,869.59,426.54,341.49
03/04/2020,16,CANCUN,823.41,418.68,307.63
03/04/2020,17,CANCUN,842.26,431.25,299.27
03/04/2020,18,CANCUN,767.88,510.71,134.69
03/04/2020,19,CANCUN,909.28,524.66,248.32
03/04/2020,20,CANCUN,1121.2,543.11,436.31
03/04/2020,21,CANCUN,840.06,518.15,187.23
03/04/2020,22,CANCUN,1135.03,540.03,442.76
03/04/2020,23,CANCUN,948.96,529.66,263.4
03/04/2020,24,CANCUN,1030.86,546.44,325.79
04/04/2020,1,CANCUN,1032.58,444.13,455.95
04/04/2020,2,CANCUN,1151.46,583.03,404.97
04/04/2020,3,CANCUN,921.37,599.02,159.16
04/04/2020,4,CANCUN,738.09,593.9,-0.67
04/04/2020,5,CANCUN,734.29,593.76,-0.62
04/04/2020,6,CANCUN,787.86,635.68,-0.49
04/04/2020,7,CANCUN,739.56,609.44,-0.55
04/04/2020,8,CANCUN,550.68,453.44,-1.22
04/04/2020,9,CANCUN,542.33,440.33,-1.36
04/04/2020,10,CANCUN,865.03,402.88,360.69
04/04/2020,11,CANCUN,893.8,385.54,410.8
04/04/2020,12,CANCUN,909.13,401.58,406.84
04/04/2020,13,CANCUN,888.41,399.39,388.18
04/04/2020,14,CANCUN,901.66,416.8,380.45
04/04/2020,15,CANCUN,913.49,402.87,406.22
04/04/2020,16,CANCUN,895.38,414.72,374.68
04/04/2020,17,CANCUN,892.92,378.4,416.05
04/04/2020,18,CANCUN,1066.04,440.95,508.47
04/04/2020,19,CANCUN,1179.07,667.59,329.54
04/04/2020,20,CANCUN,1037.16,691.9,148.61
04/04/2020,21,CANCUN,984.67,666.24,129.54
04/04/2020,22,CANCUN,1041.58,662.13,182.12
04/04/2020,23,CANCUN,1153.22,551.68,437.29
04/04/2020,24,CANCUN,956.8,523.9,279.24
05/04/2020,1,CANCUN,1013.67,516.87,344.7
05/04/2020,2,CANCUN,922.51,457.14,336.37
05/04/2020,3,CANCUN,1069.96,453.07,496.38
05/04/2020,4,CANCUN,909.81,435.72,362.93
05/04/2020,5,CANCUN,912.24,434.68,370.29
05/04/2020,6,CANCUN,1070.97,434.86,534.13
05/04/2020,7,CANCUN,531.19,432.37,-0.14
05/04/2020,8,CANCUN,505.1,411.94,-0.5
05/04/2020,9,CANCUN,538.71,427.47,12.09
05/04/2020,10,CANCUN,586.94,347.49,155.36
05/04/2020,11,CANCUN,600.02,309.58,215.22
05/04/2020,12,CANCUN,845.52,211.9,582.43
05/04/2020,13,CANCUN,848.58,193.77,607.15
05/04/2020,14,CANCUN,808.78,243.12,506.37
05/04/2020,15,CANCUN,840.9,207.16,582.6
05/04/2020,16,CANCUN,845.21,158.79,646.58
05/04/2020,17,CANCUN,851.65,295.2,481.17
05/04/2020,18,CANCUN,898.8,330.85,481.59
05/04/2020,19,CANCUN,912.8,371.2,437.56
05/04/2020,20,CANCUN,918.34,580.2,190.35
05/04/2020,21,CANCUN,942.85,558.72,232.49
05/04/2020,22,CANCUN,947.88,543.6,247.26
05/04/2020,23,CANCUN,928.6,546.49,217.21
06/04/2020,1,CANCUN,1393.8,408.31,863.77
06/04/2020,2,CANCUN,1222.17,441.27,656.42
06/04/2020,3,CANCUN,1217.31,435.91,664.36
06/04/2020,4,CANCUN,1055.54,431.43,509.69
06/04/2020,5,CANCUN,1090.32,432.07,549.35
06/04/2020,6,CANCUN,1073.38,441.38,524.46
06/04/2020,7,CANCUN,640.89,520.85,-3.89
06/04/2020,8,CANCUN,751.37,513.2,121.99
06/04/2020,9,CANCUN,938.94,518.22,296.69
06/04/2020,10,CANCUN,912.91,451.17,355.56
06/04/2020,11,CANCUN,624.01,498.96,4.53
06/04/2020,12,CANCUN,972.01,445.31,413.43
06/04/2020,13,CANCUN,609.3,497.55,-2.35
06/04/2020,14,CANCUN,1032.92,482.63,424.78
06/04/2020,15,CANCUN,705.06,569.68,-2.75
06/04/2020,16,CANCUN,1027.56,471.26,440.14
06/04/2020,17,CANCUN,897.63,535.77,224.63
06/04/2020,18,CANCUN,1011.26,553.64,304.99
06/04/2020,19,CANCUN,1033.31,523.3,371.36
06/04/2020,20,CANCUN,958.03,647.21,137.27
06/04/2020,21,CANCUN,993.68,568.72,277.57
06/04/2020,22,CANCUN,1052.54,506.68,411.91
06/04/2020,23,CANCUN,1021.42,481.54,407.67
06/04/2020,24,CANCUN,1104.82,552.91,384.67
07/04/2020,1,CANCUN,1046.14,634.4,226.81
07/04/2020,2,CANCUN,1673.32,578.86,941.36
07/04/2020,3,CANCUN,1108.54,579.1,374.92
07/04/2020,4,CANCUN,1103.13,570.09,387.01
07/04/2020,5,CANCUN,1651.92,543.41,979.07
07/04/2020,6,CANCUN,1277.6,579.85,561.44
07/04/2020,7,CANCUN,966.6,628.51,191.83
07/04/2020,8,CANCUN,1148.6,611.61,395.64
07/04/2020,9,CANCUN,1222.55,594.09,485.59
07/04/2020,10,CANCUN,704.96,562.15,-2.97
07/04/2020,11,CANCUN,601.33,481.33,-3.1
07/04/2020,12,CANCUN,713.87,562.72,-3.74
07/04/2020,13,CANCUN,759.59,595.34,-3.92
07/04/2020,14,CANCUN,810.48,630.77,-2.23
07/04/2020,15,CANCUN,852.78,667.31,-1.3
07/04/2020,16,CANCUN,837.98,651.96,0.61
07/04/2020,17,CANCUN,897.42,701,-0.88
07/04/2020,18,CANCUN,866.31,677.82,-0.7
07/04/2020,19,CANCUN,1216.27,716.45,299.97
07/04/2020,20,CANCUN,834.18,658.58,-0.67
07/04/2020,21,CANCUN,854.53,582.94,119.37
07/04/2020,22,CANCUN,935.99,629.93,139.6
07/04/2020,23,CANCUN,1177.56,647.11,354.23
07/04/2020,24,CANCUN,1155.68,624.93,341.67
08/04/2020,1,CANCUN,863.13,383.44,361.42
08/04/2020,2,CANCUN,618.36,480.68,-1.24
08/04/2020,3,CANCUN,1121.72,480.23,507.32
08/04/2020,4,CANCUN,1114.28,474.71,513.74
08/04/2020,5,CANCUN,840.17,475.41,244.39
08/04/2020,6,CANCUN,885.79,482.51,285.47
08/04/2020,7,CANCUN,605.14,490.92,-1.47
08/04/2020,8,CANCUN,593.53,486.38,-1.44
08/04/2020,9,CANCUN,639.93,496.95,26.45
08/04/2020,10,CANCUN,806.91,430.58,269.74
08/04/2020,11,CANCUN,811.07,430.29,275.17
08/04/2020,12,CANCUN,725.83,445.52,173.03
08/04/2020,13,CANCUN,857.35,499.08,232.7
08/04/2020,14,CANCUN,861.56,508.31,219.34
08/04/2020,15,CANCUN,854.09,526.48,188.58
08/04/2020,16,CANCUN,761.27,500.29,130.43
08/04/2020,17,CANCUN,854.74,522.71,195.35
08/04/2020,18,CANCUN,868.3,580.26,136.14
08/04/2020,19,CANCUN,707.6,571.29,-1.57
08/04/2020,20,CANCUN,825.22,462.57,239.34
08/04/2020,21,CANCUN,866.7,351.43,428.44
08/04/2020,22,CANCUN,717.56,380.03,240.11
08/04/2020,23,CANCUN,1280.68,463.6,687.4
08/04/2020,24,CANCUN,1301.69,458.72,714.12
09/04/2020,1,CANCUN,1227.18,491.88,583.27
09/04/2020,2,CANCUN,1082.75,583.17,325.06
09/04/2020,3,CANCUN,840.85,484.46,215.84
09/04/2020,4,CANCUN,807.73,517.27,150.03
09/04/2020,5,CANCUN,799.66,594.4,48.84
09/04/2020,6,CANCUN,826.17,556.12,127.23
09/04/2020,7,CANCUN,1003.15,585.51,272.17
09/04/2020,8,CANCUN,635.58,516.15,-1.24
09/04/2020,9,CANCUN,948.32,506.13,316.25
09/04/2020,10,CANCUN,696.41,570.51,-1.97
09/04/2020,11,CANCUN,674.1,551.35,-1.94
09/04/2020,12,CANCUN,697.19,566.55,-2.03
09/04/2020,13,CANCUN,703.75,569.14,-2.41
09/04/2020,14,CANCUN,742.51,594.18,-2.36
09/04/2020,15,CANCUN,706.32,560.59,-1.96
09/04/2020,16,CANCUN,667.61,534.26,-1.82
09/04/2020,17,CANCUN,766.56,604.97,-1.74
09/04/2020,18,CANCUN,778.99,612.24,-1.75
09/04/2020,19,CANCUN,762.07,612.44,-1.74
09/04/2020,20,CANCUN,844.03,667.01,-2.01
09/04/2020,21,CANCUN,879.75,696.28,-0.67
09/04/2020,22,CANCUN,896.47,704.24,-0.62
09/04/2020,23,CANCUN,1608.08,701.91,702.99
09/04/2020,24,CANCUN,1417.48,603.09,627.49
10/04/2020,1,CANCUN,997.07,476.91,375.06
10/04/2020,2,CANCUN,973.27,499.74,323.88
10/04/2020,3,CANCUN,890.98,481.98,271.59
10/04/2020,4,CANCUN,974.82,505.74,333.62
10/04/2020,5,CANCUN,1075.27,503.35,443.1
10/04/2020,6,CANCUN,937.57,417.8,416.25
10/04/2020,7,CANCUN,679.1,424.32,154.1
10/04/2020,8,CANCUN,590.99,459.96,34.9
10/04/2020,9,CANCUN,656.52,384.38,189.16
10/04/2020,10,CANCUN,624.37,360.02,185.13
10/04/2020,11,CANCUN,628.54,342.07,205.77
10/04/2020,12,CANCUN,549.78,381.84,70.67
10/04/2020,13,CANCUN,632.03,322.74,227.89
10/04/2020,14,CANCUN,395.59,318.51,0.62
10/04/2020,15,CANCUN,451.77,361.45,-0.7
10/04/2020,16,CANCUN,405.09,323.21,-0.59
10/04/2020,17,CANCUN,955.18,307.19,564.7
10/04/2020,18,CANCUN,644.25,358.74,188.86
10/04/2020,19,CANCUN,654.48,375.51,184.99
10/04/2020,20,CANCUN,703.48,427.25,160.38
10/04/2020,21,CANCUN,974.46,469.89,379.61
10/04/2020,22,CANCUN,982.94,452.3,405.63
10/04/2020,23,CANCUN,983.35,429.51,429.97
10/04/2020,24,CANCUN,993.13,497.11,338.67
11/04/2020,1,CANCUN,889.53,634.74,58.9
11/04/2020,2,CANCUN,953.91,632.22,132.24
11/04/2020,3,CANCUN,943.67,638.05,126.55
11/04/2020,4,CANCUN,791.92,627.48,-0.44
11/04/2020,5,CANCUN,966.28,628.45,178.51
11/04/2020,6,CANCUN,766.68,617.97,-1.59
11/04/2020,7,CANCUN,777.08,636.01,-1.67
11/04/2020,8,CANCUN,743.15,476.87,169.21
11/04/2020,9,CANCUN,722.31,349.62,300.27
11/04/2020,10,CANCUN,720.92,330.18,318.54
11/04/2020,11,CANCUN,723.92,328.22,320.51
11/04/2020,12,CANCUN,726.32,327.32,322.17
11/04/2020,13,CANCUN,758.58,328.81,351.06
11/04/2020,14,CANCUN,990.99,331.51,579.89
11/04/2020,15,CANCUN,720.97,326.02,324.99
11/04/2020,16,CANCUN,714.1,325.52,318.08
11/04/2020,17,CANCUN,737.84,328.06,330.35
11/04/2020,18,CANCUN,756.41,331.12,344.13
11/04/2020,19,CANCUN,744.66,365.87,290.05
11/04/2020,20,CANCUN,834.46,444.25,280.54
11/04/2020,21,CANCUN,985.69,587.54,259.28
11/04/2020,22,CANCUN,1175.35,451.58,608.92
11/04/2020,23,CANCUN,1139.97,495.54,513.73
11/04/2020,24,CANCUN,855.43,533.76,175.97
12/04/2020,1,CANCUN,1069.25,424.01,518.08
12/04/2020,2,CANCUN,892.97,369.54,415.54
12/04/2020,3,CANCUN,1070.73,355.19,618.07
12/04/2020,4,CANCUN,1418.32,382.85,936.45
12/04/2020,5,CANCUN,1356.99,389.38,870.75
12/04/2020,6,CANCUN,1399.9,381.74,927.51
12/04/2020,7,CANCUN,760.19,374.31,299.4
12/04/2020,8,CANCUN,641.77,381.2,183.15
12/04/2020,9,CANCUN,672.05,346.58,255.9
12/04/2020,10,CANCUN,608.23,301.33,247.89
12/04/2020,11,CANCUN,701.38,332.46,299.62
12/04/2020,12,CANCUN,725.3,325.48,331.17
12/04/2020,13,CANCUN,589.91,315.79,218.42
12/04/2020,14,CANCUN,600.32,331.68,206.21
12/04/2020,15,CANCUN,619.3,332.1,222.2
12/04/2020,16,CANCUN,873.63,331.35,466.35
12/04/2020,17,CANCUN,1039.07,345.27,613.08
12/04/2020,18,CANCUN,1071.62,372.1,610.74
12/04/2020,19,CANCUN,1098.27,375.3,633.27
12/04/2020,20,CANCUN,796.48,430.12,258.54
12/04/2020,21,CANCUN,1048.87,413.61,532.39
12/04/2020,22,CANCUN,1093.1,522.58,439.77
12/04/2020,23,CANCUN,1176.97,556.23,478.58
12/04/2020,24,CANCUN,1399.43,621.19,588.17
13/04/2020,1,CANCUN,1004.68,500.28,353.93
13/04/2020,2,CANCUN,1008.11,582.33,259.41
13/04/2020,3,CANCUN,984.65,441.21,422.67
13/04/2020,4,CANCUN,1001.15,509.53,358.78
13/04/2020,5,CANCUN,1001.51,505.43,369.64
13/04/2020,6,CANCUN,1137.15,439.66,593.05
13/04/2020,7,CANCUN,743.26,528.48,92
13/04/2020,8,CANCUN,814.91,466.23,244.39
13/04/2020,9,CANCUN,927.29,461.24,359.09
13/04/2020,10,CANCUN,857.82,543.63,187.89
13/04/2020,11,CANCUN,930.96,463.34,357.76
13/04/2020,12,CANCUN,1071.79,488.87,467.26
13/04/2020,13,CANCUN,910.15,537.18,245.74
13/04/2020,14,CANCUN,923.12,535.9,260.81
13/04/2020,15,CANCUN,936.18,446.93,386.84
13/04/2020,16,CANCUN,882.65,372.9,425.17
13/04/2020,17,CANCUN,909.02,365.88,457.35
13/04/2020,18,CANCUN,926.9,534.29,270.99
13/04/2020,19,CANCUN,901.46,548.67,230.75
13/04/2020,20,CANCUN,980.82,567.11,276.98
13/04/2020,21,CANCUN,1002.37,625.36,234.08
13/04/2020,22,CANCUN,1103.19,573.87,389.18
13/04/2020,23,CANCUN,1135.16,598.9,386.14
13/04/2020,24,CANCUN,1161.52,584.66,414
14/04/2020,1,CANCUN,1060.13,356.6,594.37
14/04/2020,2,CANCUN,921.02,442.27,338.52
14/04/2020,3,CANCUN,845.69,457.66,251.05
14/04/2020,4,CANCUN,788.63,494.14,153.33
14/04/2020,5,CANCUN,763.67,479.51,152.93
14/04/2020,6,CANCUN,818.37,477.11,214.7
14/04/2020,7,CANCUN,971.32,517.1,318.94
14/04/2020,8,CANCUN,678.4,546.69,-1.69
14/04/2020,9,CANCUN,814.19,365.51,349.45
14/04/2020,10,CANCUN,787.17,307.32,394.38
14/04/2020,11,CANCUN,1151.96,226.39,859.61
14/04/2020,12,CANCUN,784.44,279.28,430.93
14/04/2020,13,CANCUN,790.12,288.03,423.36
14/04/2020,14,CANCUN,850.56,296.99,468.78
14/04/2020,15,CANCUN,812.03,317.88,406.09
14/04/2020,16,CANCUN,812.55,327.95,391.85
14/04/2020,17,CANCUN,662.04,379.19,185.07
14/04/2020,18,CANCUN,793.18,356.89,345.28
14/04/2020,19,CANCUN,819.68,359.9,366
14/04/2020,20,CANCUN,937.76,397.69,431.56
14/04/2020,21,CANCUN,935.17,360.52,488
14/04/2020,22,CANCUN,939.58,368.13,478.74
14/04/2020,23,CANCUN,1078.91,365.62,613.04
14/04/2020,24,CANCUN,1090.77,428.16,538.47
15/04/2020,1,CANCUN,1321.36,443.01,745.51
15/04/2020,2,CANCUN,982.52,480.81,355.27
15/04/2020,3,CANCUN,975.7,479.13,357.51
15/04/2020,4,CANCUN,823.96,477.26,213.53
15/04/2020,5,CANCUN,855.24,473.24,254.84
15/04/2020,6,CANCUN,902.08,536.18,229.56
15/04/2020,7,CANCUN,633.87,517.4,-4.87
15/04/2020,8,CANCUN,632.08,515.44,-3.98
15/04/2020,9,CANCUN,596.29,484.59,-1.37
15/04/2020,10,CANCUN,587.78,476.59,-1.57
15/04/2020,11,CANCUN,600,491.28,-2.46
15/04/2020,12,CANCUN,627.65,514.42,-3.35
15/04/2020,13,CANCUN,617.98,505.49,-2.25
15/04/2020,14,CANCUN,628.31,511.94,-3.12
15/04/2020,15,CANCUN,637.55,510.47,-2.27
15/04/2020,16,CANCUN,643.32,511.95,-1.99
15/04/2020,17,CANCUN,646.95,512.64,-1.84
15/04/2020,18,CANCUN,831.95,499.54,196.99
15/04/2020,19,CANCUN,648.98,517.34,-1.37
15/04/2020,20,CANCUN,833.54,597.58,72.48
15/04/2020,21,CANCUN,855.02,585.96,113.51
15/04/2020,22,CANCUN,1355.73,490.08,730.76
15/04/2020,23,CANCUN,1541.67,474.94,932.26
15/04/2020,24,CANCUN,3188.58,497.69,2544.2
01/04/2021,1,CANCUN,598.55,533.25,0
01/04/2021,2,CANCUN,609.55,526.99,0
01/04/2021,3,CANCUN,558.9,492.96,0
01/04/2021,4,CANCUN,557.18,490.58,0
01/04/2021,5,CANCUN,540.39,477.53,0
01/04/2021,6,CANCUN,548.45,482.98,0
01/04/2021,7,CANCUN,536.22,477.56,0
01/04/2021,8,CANCUN,507.35,447.51,0
01/04/2021,9,CANCUN,527.53,443.35,0
01/04/2021,10,CANCUN,541.75,448.41,0
01/04/2021,11,CANCUN,529.32,437.57,0
01/04/2021,12,CANCUN,528.39,438.3,0
01/04/2021,13,CANCUN,530.54,446.98,0
01/04/2021,14,CANCUN,526.9,444.12,0
01/04/2021,15,CANCUN,525.38,447.5,0
01/04/2021,16,CANCUN,514.84,443.83,0
01/04/2021,17,CANCUN,524.46,463.48,0
01/04/2021,18,CANCUN,544.06,486.83,0
01/04/2021,19,CANCUN,598.83,533.06,0
01/04/2021,20,CANCUN,594.45,546.18,0
01/04/2021,21,CANCUN,601.32,552.92,0
01/04/2021,22,CANCUN,602.69,543.97,0
01/04/2021,23,CANCUN,607.08,532.04,0
01/04/2021,24,CANCUN,566.79,494.92,0
02/04/2021,1,CANCUN,450.03,424.41,0
02/04/2021,2,CANCUN,450.62,418.69,0
02/04/2021,3,CANCUN,441.11,411.65,0
02/04/2021,4,CANCUN,436.59,413.8,0
02/04/2021,5,CANCUN,437.28,402.04,0
02/04/2021,6,CANCUN,429.75,412.42,0
02/04/2021,7,CANCUN,424.41,405.38,0
02/04/2021,8,CANCUN,417.15,371.74,0
02/04/2021,9,CANCUN,0,0,0
02/04/2021,10,CANCUN,0,0,0
02/04/2021,11,CANCUN,0,0,0
02/04/2021,12,CANCUN,0,0,0
02/04/2021,13,CANCUN,0,0,0
02/04/2021,14,CANCUN,0,0,0
02/04/2021,15,CANCUN,0,0,0
02/04/2021,16,CANCUN,0,0,0
02/04/2021,17,CANCUN,0,0,0
02/04/2021,18,CANCUN,0,0,0
02/04/2021,19,CANCUN,432.4,393.76,0
02/04/2021,20,CANCUN,440.12,410.83,0
02/04/2021,21,CANCUN,446.27,423.48,0
02/04/2021,22,CANCUN,439.58,410.91,0
02/04/2021,23,CANCUN,440.3,414.19,0
02/04/2021,24,CANCUN,427.86,406.49,0
03/04/2021,1,CANCUN,464.99,444.66,0
03/04/2021,2,CANCUN,472.33,433.18,0
03/04/2021,3,CANCUN,472.69,432,0
03/04/2021,4,CANCUN,396.65,376.53,0
03/04/2021,5,CANCUN,390.05,372.95,0
03/04/2021,6,CANCUN,455.55,432.36,0
03/04/2021,7,CANCUN,463.45,432.17,0
03/04/2021,8,CANCUN,397.76,371.98,0
03/04/2021,9,CANCUN,356.73,336.31,0
03/04/2021,10,CANCUN,397.51,347.28,0
03/04/2021,11,CANCUN,136.74,120.92,0
03/04/2021,12,CANCUN,372.27,346.77,0
03/04/2021,13,CANCUN,370.82,347.08,0
03/04/2021,14,CANCUN,379.44,345.88,0
03/04/2021,15,CANCUN,146.41,135.31,0
03/04/2021,16,CANCUN,374.91,346.5,0
03/04/2021,17,CANCUN,141.33,133.85,0
03/04/2021,18,CANCUN,396.87,382.99,0
03/04/2021,19,CANCUN,468.44,454.96,0
03/04/2021,20,CANCUN,500.57,495.84,0
03/04/2021,21,CANCUN,511.58,511.01,0
03/04/2021,22,CANCUN,508.66,507.58,0
03/04/2021,23,CANCUN,503.4,484.04,0
03/04/2021,24,CANCUN,466.3,442.38,0
04/04/2021,1,CANCUN,521.99,484.72,0
04/04/2021,2,CANCUN,526.35,480.99,0
04/04/2021,3,CANCUN,510.31,470.45,0
04/04/2021,4,CANCUN,473.06,439.79,0
04/04/2021,5,CANCUN,469.78,440.55,0
04/04/2021,6,CANCUN,468.02,440.94,0
04/04/2021,7,CANCUN,462.47,440.69,0
04/04/2021,8,CANCUN,0,0,0
04/04/2021,9,CANCUN,0,0,0
04/04/2021,10,CANCUN,0,0,0
04/04/2021,11,CANCUN,0,0,0
04/04/2021,12,CANCUN,0,0,0
04/04/2021,13,CANCUN,0,0,0
04/04/2021,14,CANCUN,0,0,0
04/04/2021,15,CANCUN,0,0,0
04/04/2021,16,CANCUN,496.98,444.74,0
04/04/2021,17,CANCUN,512.91,461.59,0
04/04/2021,18,CANCUN,530.34,472.07,0
04/04/2021,19,CANCUN,565.16,503.93,0.14
04/04/2021,20,CANCUN,710.8,626.63,0
04/04/2021,21,CANCUN,703.05,638.71,0
04/04/2021,22,CANCUN,710.23,635.48,0
04/04/2021,23,CANCUN,719.69,634.92,0
05/04/2021,1,CANCUN,556.61,521.7,0
05/04/2021,2,CANCUN,549.65,516.86,0
05/04/2021,3,CANCUN,547.5,500.55,0
05/04/2021,4,CANCUN,568.43,516.67,0
05/04/2021,5,CANCUN,561.85,515.77,0
05/04/2021,6,CANCUN,555.67,515.8,0
05/04/2021,7,CANCUN,547.96,526.53,0
05/04/2021,8,CANCUN,562.96,544.22,0
05/04/2021,9,CANCUN,564.63,537.26,0
05/04/2021,10,CANCUN,610.09,556.28,0
05/04/2021,11,CANCUN,638.18,555.13,0
05/04/2021,12,CANCUN,649.5,569.36,0
05/04/2021,13,CANCUN,645.47,569.89,0
05/04/2021,14,CANCUN,579.93,545.5,0
05/04/2021,15,CANCUN,562.63,538.23,0
05/04/2021,16,CANCUN,560.04,543.95,0
05/04/2021,17,CANCUN,670.22,582.63,0.51
05/04/2021,18,CANCUN,618.68,564.72,0.18
05/04/2021,19,CANCUN,621.93,565.01,0.7
05/04/2021,20,CANCUN,571.77,552.77,0
05/04/2021,21,CANCUN,675.99,654.44,0.01
05/04/2021,22,CANCUN,680.4,652.33,0
05/04/2021,23,CANCUN,678.75,643.74,0
05/04/2021,24,CANCUN,666.07,644.34,0
06/04/2021,1,CANCUN,722.81,641.91,0.01
06/04/2021,2,CANCUN,712.48,637.15,0.03
06/04/2021,3,CANCUN,698.16,612.42,0.22
06/04/2021,4,CANCUN,616.15,551.73,0
06/04/2021,5,CANCUN,603.65,540.86,0
06/04/2021,6,CANCUN,628,564.65,0
06/04/2021,7,CANCUN,667.19,610.2,0
06/04/2021,8,CANCUN,653.13,612.09,0
06/04/2021,9,CANCUN,528.57,510.45,0
06/04/2021,10,CANCUN,538.49,509.8,0.03
06/04/2021,11,CANCUN,561.55,524.39,10.39
06/04/2021,12,CANCUN,596.54,541.32,21.43
06/04/2021,13,CANCUN,661.01,569.06,52.23
06/04/2021,14,CANCUN,621.5,554.38,29.12
06/04/2021,15,CANCUN,658.46,572.29,45.17
06/04/2021,16,CANCUN,602.6,550.46,14.36
06/04/2021,17,CANCUN,752.69,638.4,70.84
06/04/2021,18,CANCUN,750.25,672.23,0.93
06/04/2021,19,CANCUN,742.28,657.3,0.83
06/04/2021,20,CANCUN,725.07,637.69,0.37
06/04/2021,21,CANCUN,771.91,725.26,0.01
06/04/2021,22,CANCUN,765.28,700.04,0.01
06/04/2021,23,CANCUN,788.05,723.79,0.62
06/04/2021,24,CANCUN,763.73,709.88,0.02
07/04/2021,1,CANCUN,776.42,670.96,0.04
07/04/2021,2,CANCUN,719.59,628.33,0.03
07/04/2021,3,CANCUN,692.73,600.74,0.01
07/04/2021,4,CANCUN,698.96,603.43,0.19
07/04/2021,5,CANCUN,638.31,544.35,1.87
07/04/2021,6,CANCUN,624.51,542.07,0.01
07/04/2021,7,CANCUN,669.88,577.43,15.41
07/04/2021,8,CANCUN,651.63,593.03,0.01
07/04/2021,9,CANCUN,703.61,573.38,54.39
07/04/2021,10,CANCUN,582.53,524.92,0.32
07/04/2021,11,CANCUN,749.7,599.41,72.17
07/04/2021,12,CANCUN,670.01,568.65,29.32
07/04/2021,13,CANCUN,682.03,583.29,28.5
07/04/2021,14,CANCUN,716.69,593,38.07
07/04/2021,15,CANCUN,669.15,596.79,0
07/04/2021,16,CANCUN,677.37,629.38,0
07/04/2021,17,CANCUN,630.3,585.44,0
07/04/2021,18,CANCUN,648.9,593.15,0
07/04/2021,19,CANCUN,678.02,633.31,-0.21
07/04/2021,20,CANCUN,730.69,642.18,0
07/04/2021,21,CANCUN,1040.26,920.32,0
07/04/2021,22,CANCUN,993.05,897.91,0
